,month,year,state,average_temp,monthly_mean_from_1901_to_2000
1834,03,1953,Illinois,37.8,34.5
1835,03,1953,Indiana,37.9,34.5
1836,03,1953,Iowa,30.9,28.7
1837,03,1953,Kansas,42.3,38
1838,03,1953,Kentucky,44,40.9
1839,03,1953,Louisiana,58.3,55.7
1840,03,1953,Maine,24.2,20.4
1841,03,1953,Maryland,41.4,38.1
1842,03,1953,Massachusetts,33.8,29.6
1843,03,1953,Michigan,27.7,24.1
1844,03,1953,Minnesota,20.2,18.6
1845,03,1953,Mississippi,54.6,52
1846,03,1953,Missouri,42.4,38.6
1847,03,1953,Montana,29.4,25.4
1848,03,1953,Nebraska,34.2,31.2
1849,03,1953,Nevada,37.6,36.8
1850,03,1953,New Hampshire,27.5,23.7
1851,03,1953,New Jersey,38.7,34.9
1852,03,1953,New Mexico,40.6,40.6
1853,03,1953,New York,30,25.6
1854,03,1953,North Carolina,47.9,45.6
1855,03,1953,North Dakota,21.8,18.3
1856,03,1953,Ohio,37,33.7
1857,03,1953,Oklahoma,48.8,45.2
1858,03,1953,Oregon,36.9,36.2
1859,03,1953,Pennsylvania,34.8,31.2
1860,03,1953,Rhode Island,35.8,31.9
1861,03,1953,South Carolina,52.1,50.3
1862,03,1953,South Dakota,27,25.3
1863,03,1953,Tennessee,46.8,44.2
1864,03,1953,Texas,55.2,52.8
1865,03,1953,Utah,34.8,33.8
1866,03,1953,Vermont,26.8,21.9
1867,03,1953,Virginia,43.4,40.7
1868,03,1953,Washington,37.6,35.9
1869,03,1953,West Virginia,39.5,36.9
1870,03,1953,Wisconsin,23.3,22.3
1871,03,1953,Wyoming,27.7,25.7
1872,04,1953,Alabama,59.4,59
1873,04,1953,Arizona,53,53.1
1874,04,1953,Arkansas,56.3,55.9
1875,04,1953,California,50.4,51.4
1876,04,1953,Colorado,38,38.1
1877,04,1953,Connecticut,42.5,40.7
1878,04,1953,Delaware,48.4,47.4
1879,04,1953,Florida,68.2,66.6
1880,04,1953,Georgia,59.4,59.1
1881,04,1953,Idaho,36.6,36.8
1882,04,1953,Illinois,44.6,45.6
1883,04,1953,Indiana,44.2,45
1884,04,1953,Iowa,39.2,41.4
1885,04,1953,Kansas,48.2,48
1886,04,1953,Kentucky,50.2,50.3
1887,04,1953,Louisiana,64.8,62.7
1888,04,1953,Maine,34.7,32.1
1889,04,1953,Maryland,48.2,47.4
1890,04,1953,Massachusetts,41.3,39.4
1891,04,1953,Michigan,35.6,35.4
1892,04,1953,Minnesota,32.2,33.3
1893,04,1953,Mississippi,60.7,59.6
1894,04,1953,Missouri,48.2,49.1
1895,04,1953,Montana,33.9,35
1896,04,1953,Nebraska,41,41.8
1897,04,1953,Nevada,42.8,43.1
1898,04,1953,New Hampshire,36.9,34.8
1899,04,1953,New Jersey,45.6,44.3
1900,04,1953,New Mexico,48.3,47.4
1901,04,1953,New York,38.2,36.7
1902,04,1953,North Carolina,54.3,53.6
1903,04,1953,North Dakota,30.6,33
1904,04,1953,Ohio,43.3,43.8
1905,04,1953,Oklahoma,55.1,54.4
1906,04,1953,Oregon,40.2,41.1
1907,04,1953,Pennsylvania,41.6,41.3
1908,04,1953,Rhode Island,42.6,41
1909,04,1953,South Carolina,58.2,57.9
1910,04,1953,South Dakota,35.3,37.8
1911,04,1953,Tennessee,52.9,53
1912,04,1953,Texas,62.8,60.6
1913,04,1953,Utah,41.1,41.4
1914,04,1953,Vermont,36.1,33.5
1915,04,1953,Virginia,49.8,49.3
1916,04,1953,Washington,41.4,41.8
1917,04,1953,West Virginia,46,46
1918,04,1953,Wisconsin,34.1,35.5
1919,04,1953,Wyoming,33.5,34
1920,05,1953,Alabama,67.2,66.7
1921,05,1953,Arizona,57.8,60.9
1922,05,1953,Arkansas,63.6,64.6
1923,05,1953,California,54,57.3
1924,05,1953,Colorado,44,47.2
1925,05,1953,Connecticut,52.8,51.3
1926,05,1953,Delaware,59.1,57
1927,05,1953,Florida,73.6,72.2
1928,05,1953,Georgia,68,66.9
1929,05,1953,Idaho,41.9,45.1
1930,05,1953,Illinois,55.6,56.8
1931,05,1953,Indiana,55.5,56
1932,05,1953,Iowa,51,54
1933,05,1953,Kansas,56.4,58.4
1934,05,1953,Kentucky,60.3,59.8
1935,05,1953,Louisiana,70.4,69.8
1936,05,1953,Maine,46.6,44.5
1937,05,1953,Maryland,59.4,57.2
1938,05,1953,Massachusetts,51.7,50.2
1939,05,1953,Michigan,47.2,47.8
1940,05,1953,Minnesota,45.6,47.8
1941,05,1953,Mississippi,67.6,67.4
1942,05,1953,Missouri,57.5,59.4
1943,05,1953,Montana,41,45.5
1944,05,1953,Nebraska,49.5,53
1945,05,1953,Nevada,46.8,50.8
1946,05,1953,New Hampshire,48.5,46.7
1947,05,1953,New Jersey,56,54.5
1948,05,1953,New Mexico,53.9,55.8
1949,05,1953,New York,49.5,48.6
1950,05,1953,North Carolina,64.9,62.1
1951,05,1953,North Dakota,43.6,47.5
1952,05,1953,Ohio,54.7,54.6
1953,05,1953,Oklahoma,62.4,63.7
1954,05,1953,Oregon,44.6,47.2
1955,05,1953,Pennsylvania,53,52.2
1956,05,1953,Rhode Island,52.2,50.9
1957,05,1953,South Carolina,68.3,66.1
1958,05,1953,South Dakota,46,50.3
1959,05,1953,Tennessee,62.1,61.9
1960,05,1953,Texas,68.5,68.6
1961,05,1953,Utah,46.4,50.1
1962,05,1953,Vermont,48,46
1963,05,1953,Virginia,61.1,58.6
1964,05,1953,Washington,47,48.5
1965,05,1953,West Virginia,57.4,55.7
1966,05,1953,Wisconsin,46.8,48.6
1967,05,1953,Wyoming,39.4,43.6
1968,06,1953,Alabama,77.2,74.1
1969,06,1953,Arizona,67.2,69.8
1970,06,1953,Arkansas,76.5,72.6
1971,06,1953,California,60,64.5
1972,06,1953,Colorado,56.4,56.6
1973,06,1953,Connecticut,62.6,61.1
1974,06,1953,Delaware,68.4,66.4
1975,06,1953,Florida,79.2,77.3
1976,06,1953,Georgia,76.8,74.2
1977,06,1953,Idaho,49.2,52.9
1978,06,1953,Illinois,69.7,66.8
1979,06,1953,Indiana,69.3,65.9
1980,06,1953,Iowa,65.7,64.5
1981,06,1953,Kansas,71.7,68.4
1982,06,1953,Kentucky,72.2,68.5
1983,06,1953,Louisiana,79.4,76.6
1984,06,1953,Maine,56.5,55.2
1985,06,1953,Maryland,68.9,66.5
1986,06,1953,Massachusetts,61.8,60.1
1987,06,1953,Michigan,60,58.4
1988,06,1953,Minnesota,59.4,59
1989,06,1953,Mississippi,78.4,74.9
1990,06,1953,Missouri,72.2,68.6
1991,06,1953,Montana,51.6,54.3
1992,06,1953,Nebraska,64.4,63.3
1993,06,1953,Nevada,54.6,59.5
1994,06,1953,New Hampshire,58.9,57.1
1995,06,1953,New Jersey,65.9,64.2
1996,06,1953,New Mexico,64.8,64.7
1997,06,1953,New York,60.5,59
1998,06,1953,North Carolina,73,69.9
1999,06,1953,North Dakota,57,58.3
2000,06,1953,Ohio,67.4,64.4
2001,06,1953,Oklahoma,76.6,72.5
2002,06,1953,Oregon,49.6,53.9
2003,06,1953,Pennsylvania,64,61.8
2004,06,1953,Rhode Island,62,60.3
2005,06,1953,South Carolina,76.8,73.7
2006,06,1953,South Dakota,60.4,60.9
2007,06,1953,Tennessee,73.9,70
2008,06,1953,Texas,78.9,76
2009,06,1953,Utah,56.8,59.4
2010,06,1953,Vermont,58.6,56.6
2011,06,1953,Virginia,70.4,67.1
2012,06,1953,Washington,52,54.8
2013,06,1953,West Virginia,68.1,64.3
2014,06,1953,Wisconsin,60.4,59.4
2015,06,1953,Wyoming,51.6,53
2016,07,1953,Alabama,80.1,78.7
2017,07,1953,Arizona,77.5,77.1
2018,07,1953,Arkansas,81.6,78.4
2019,07,1953,California,70.4,71.5
2020,07,1953,Colorado,66.4,64.2
2021,07,1953,Connecticut,68.6,68
2022,07,1953,Delaware,73.7,73.1
2023,07,1953,Florida,80.8,80.3
2024,07,1953,Georgia,78.9,78.5
2025,07,1953,Idaho,59.8,60.9
2026,07,1953,Illinois,76.4,73.4
2027,07,1953,Indiana,75,72.4
2028,07,1953,Iowa,73,71.4
2029,07,1953,Kansas,79.5,76.1
2030,07,1953,Kentucky,76.6,74.4
2031,07,1953,Louisiana,82.3,80.8
2032,07,1953,Maine,63.2,62.6
2033,07,1953,Maryland,73.8,72.9
2034,07,1953,Massachusetts,67.8,67
2035,07,1953,Michigan,67,65.6
2036,07,1953,Minnesota,66.6,66.3
2037,07,1953,Mississippi,81.8,79.5
2038,07,1953,Missouri,79.1,75.3
2039,07,1953,Montana,61.6,62
2040,07,1953,Nebraska,73.6,71.4
2041,07,1953,Nevada,67.4,68
2042,07,1953,New Hampshire,65.1,64
2043,07,1953,New Jersey,71.8,71
2044,07,1953,New Mexico,73.4,70.9
2045,07,1953,New York,66.7,65.8
2046,07,1953,North Carolina,76,75.2
2047,07,1953,North Dakota,65.3,66
2048,07,1953,Ohio,72.7,70.9
2049,07,1953,Oklahoma,82.6,79.4
2050,07,1953,Oregon,58.4,61
2051,07,1953,Pennsylvania,69.1,68.2
2052,07,1953,Rhode Island,68.2,67.5
2053,07,1953,South Carolina,79.3,78.4
2054,07,1953,South Dakota,69.2,69.1
2055,07,1953,Tennessee,77.8,75.5
2056,07,1953,Texas,84.4,81
2057,07,1953,Utah,68.8,67.8
2058,07,1953,Vermont,64.7,63.5
2059,07,1953,Virginia,74.2,72.8
2060,07,1953,Washington,58.6,60.9
2061,07,1953,West Virginia,71.9,70
2062,07,1953,Wisconsin,67.2,66.5
2063,07,1953,Wyoming,63.3,61.4
2064,08,1953,Alabama,79.3,79.6
2065,08,1953,Arizona,78.9,78.8
2066,08,1953,Arkansas,79.7,79.8
2067,08,1953,California,74,74.2
2068,08,1953,Colorado,66.6,66.2
2069,08,1953,Connecticut,69.5,69.6
2070,08,1953,Delaware,74.9,74.6
2071,08,1953,Florida,81,81
2072,08,1953,Georgia,78.9,79.3
2073,08,1953,Idaho,64.8,64.4
2074,08,1953,Illinois,75.5,74.5
2075,08,1953,Indiana,74.3,73.4
2076,08,1953,Iowa,73,72.6
2077,08,1953,Kansas,77.4,78
2078,08,1953,Kentucky,76.1,75.5
2079,08,1953,Louisiana,81.1,81.7
2080,08,1953,Maine,64,64.1
2081,08,1953,Maryland,74.6,74.1
2082,08,1953,Massachusetts,68.4,68.6
2083,08,1953,Michigan,68.2,66.9
2084,08,1953,Minnesota,68.4,67.6
2085,08,1953,Mississippi,80.1,80.5
2086,08,1953,Missouri,77.7,76.8
2087,08,1953,Montana,65.5,64.9
2088,08,1953,Nebraska,74,73.4
2089,08,1953,Nevada,71.3,71.1
2090,08,1953,New Hampshire,65.2,65.2
2091,08,1953,New Jersey,72.8,72.5
2092,08,1953,New Mexico,72.6,71.7
2093,08,1953,New York,67.3,67.1
2094,08,1953,North Carolina,76.8,76.3
2095,08,1953,North Dakota,68.5,68
2096,08,1953,Ohio,72.6,71.9
2097,08,1953,Oklahoma,79.7,81.3
2098,08,1953,Oregon,63.6,64.3
2099,08,1953,Pennsylvania,69.6,69.4
2100,08,1953,Rhode Island,69.3,69.5
2101,08,1953,South Carolina,79.6,79.3
2102,08,1953,South Dakota,71.3,71.5
2103,08,1953,Tennessee,76.8,76.6
2104,08,1953,Texas,82.7,82.1
2105,08,1953,Utah,71,70.5
2106,08,1953,Vermont,64.8,64.7
2107,08,1953,Virginia,74.9,73.9
2108,08,1953,Washington,63.3,63.8
2109,08,1953,West Virginia,72.1,71.1
2110,08,1953,Wisconsin,68.2,67.6
2111,08,1953,Wyoming,65.8,64.3
2112,09,1953,Alabama,76.4,77
2113,09,1953,Arizona,75.4,74.9
2114,09,1953,Arkansas,76.7,76.1
2115,09,1953,California,71.4,71.1
2116,09,1953,Colorado,61.9,61.3
2117,09,1953,Connecticut,65.6,65
2118,09,1953,Delaware,70.6,70.5
2119,09,1953,Florida,79.6,80.1
2120,09,1953,Georgia,75.8,76.7
2121,09,1953,Idaho,60.6,59.1
2122,09,1953,Illinois,71,69.8
2123,09,1953,Indiana,69.9,69
2124,09,1953,Iowa,67.9,67.1
2125,09,1953,Kansas,74,72.9
2126,09,1953,Kentucky,72.2,71.7
2127,09,1953,Louisiana,78.9,79.3
2128,09,1953,Maine,59.4,59
2129,09,1953,Maryland,70,70.1
2130,09,1953,Massachusetts,64.6,63.9
2131,09,1953,Michigan,63.3,62.2
2132,09,1953,Minnesota,62.8,61.5
2133,09,1953,Mississippi,77.1,77.6
2134,09,1953,Missouri,73.9,72.1
2135,09,1953,Montana,60.6,58.9
2136,09,1953,Nebraska,69,67.5
2137,09,1953,Nevada,66.8,65.9
2138,09,1953,New Hampshire,60.5,60.3
2139,09,1953,New Jersey,68.8,68.2
2140,09,1953,New Mexico,68.4,67.6
2141,09,1953,New York,62.8,62.5
2142,09,1953,North Carolina,72.7,72.9
2143,09,1953,North Dakota,63.2,61.6
2144,09,1953,Ohio,68.2,67.7
2145,09,1953,Oklahoma,77,76.9
2146,09,1953,Oregon,61.6,60.6
2147,09,1953,Pennsylvania,65.2,65.1
2148,09,1953,Rhode Island,66.2,65.3
2149,09,1953,South Carolina,75.9,76.3
2150,09,1953,South Dakota,66.2,65.3
2151,09,1953,Tennessee,73.2,73.1
2152,09,1953,Texas,79,78.9
2153,09,1953,Utah,66,65
2154,09,1953,Vermont,59.6,59.7
2155,09,1953,Virginia,70.5,70.1
2156,09,1953,Washington,60.7,60.2
2157,09,1953,West Virginia,67.6,67.3
2158,09,1953,Wisconsin,63.2,62.2
2159,09,1953,Wyoming,60.1,58.5
2160,10,1953,Alabama,69.5,69.3
2161,10,1953,Arizona,67.2,66.5
2162,10,1953,Arkansas,69.2,67.3
2163,10,1953,California,64.9,64
2164,10,1953,Colorado,53.7,51.9
2165,10,1953,Connecticut,57.8,56.2
2166,10,1953,Delaware,62.6,61.9
2167,10,1953,Florida,74.7,75.7
2168,10,1953,Georgia,68.8,69.3
2169,10,1953,Idaho,52,49.4
2170,10,1953,Illinois,62.8,60.4
2171,10,1953,Indiana,61.7,59.8
2172,10,1953,Iowa,60.2,57.2
2173,10,1953,Kansas,65.6,62.6
2174,10,1953,Kentucky,64.2,62.9
2175,10,1953,Louisiana,72.8,72.3
2176,10,1953,Maine,50.8,49.5
2177,10,1953,Maryland,62.1,61.4
2178,10,1953,Massachusetts,56.9,55.2
2179,10,1953,Michigan,55.1,53
2180,10,1953,Minnesota,54.4,50.9
2181,10,1953,Mississippi,70.4,69.8
2182,10,1953,Missouri,65.4,62.6
2183,10,1953,Montana,52.1,48.5
2184,10,1953,Nebraska,60.1,56.8
2185,10,1953,Nevada,57.8,56.2
2186,10,1953,New Hampshire,52.7,51.2
2187,10,1953,New Jersey,60.9,59.4
2188,10,1953,New Mexico,60,59.3
2189,10,1953,New York,54.7,53.5
2190,10,1953,North Carolina,65.4,64.9
2191,10,1953,North Dakota,54.1,50.1
2192,10,1953,Ohio,59.9,58.6
2193,10,1953,Oklahoma,69.2,67.4
2194,10,1953,Oregon,54.6,52.7
2195,10,1953,Pennsylvania,57.2,56.2
2196,10,1953,Rhode Island,58.4,56.9
2197,10,1953,South Carolina,68.6,68.4
2198,10,1953,South Dakota,57.4,54
2199,10,1953,Tennessee,65.4,64.5
2200,10,1953,Texas,71.6,71
2201,10,1953,Utah,56.4,54.7
2202,10,1953,Vermont,51.6,50.6
2203,10,1953,Virginia,62.8,61.7
2204,10,1953,Washington,53.6,52
2205,10,1953,West Virginia,59.8,58.9
2206,10,1953,Wisconsin,55.4,52.4
2207,10,1953,Wyoming,50.8,48
2208,11,1953,Alabama,58.7,58.7
2209,11,1953,Arizona,56,55
2210,11,1953,Arkansas,56.4,55.8
2211,11,1953,California,55,54.5
2212,11,1953,Colorado,42.1,40
2213,11,1953,Connecticut,47.6,45.6
2214,11,1953,Delaware,51.4,51.1
2215,11,1953,Florida,67.2,68.3
2216,11,1953,Georgia,58.6,59.2
2217,11,1953,Idaho,41.6,37.9
2218,11,1953,Illinois,50.4,47.8
2219,11,1953,Indiana,49.7,47.5
2220,11,1953,Iowa,48.2,43.6
2221,11,1953,Kansas,51.6,49.3
2222,11,1953,Kentucky,51.8,51.2
2223,11,1953,Louisiana,62.1,62.4
2224,11,1953,Maine,41.7,38.3
2225,11,1953,Maryland,51,50.3
2226,11,1953,Massachusetts,47.2,44.6
2227,11,1953,Michigan,45.1,41
2228,11,1953,Minnesota,42.8,36.4
2229,11,1953,Mississippi,59.3,59.1
2230,11,1953,Missouri,52.4,50.3
2231,11,1953,Montana,42,36.4
2232,11,1953,Nebraska,47,43.4
2233,11,1953,Nevada,46.6,44.9
2234,11,1953,New Hampshire,43.2,40
2235,11,1953,New Jersey,49.8,48.6
2236,11,1953,New Mexico,48.8,48.1
2237,11,1953,New York,44.8,42.2
2238,11,1953,North Carolina,54.8,54.4
2239,11,1953,North Dakota,42.5,35.2
2240,11,1953,Ohio,48.6,46.9
2241,11,1953,Oklahoma,55.8,55
2242,11,1953,Oregon,45.3,42.9
2243,11,1953,Pennsylvania,46.4,45
2244,11,1953,Rhode Island,49.1,46.7
2245,11,1953,South Carolina,58.2,58.1
2246,11,1953,South Dakota,45.4,39.7
2247,11,1953,Tennessee,53.4,53.1
2248,11,1953,Texas,60.2,60.3
2249,11,1953,Utah,44.4,42.4
2250,11,1953,Vermont,42.4,39.2
2251,11,1953,Virginia,51.8,50.8
2252,11,1953,Washington,44.5,41.9
2253,11,1953,West Virginia,48.2,47.7
2254,11,1953,Wisconsin,44.4,39.2
2255,11,1953,Wyoming,40,35.8
2256,12,1953,Alabama,48.2,49.9
2257,12,1953,Arizona,45,45.3
2258,12,1953,Arkansas,44.4,45.6
2259,12,1953,California,47.6,46.3
2260,12,1953,Colorado,30,29.3
2261,12,1953,Connecticut,39,34.8
2262,12,1953,Delaware,42.4,40.9
2263,12,1953,Florida,61.8,61.5
2264,12,1953,Georgia,49.6,50.7
2265,12,1953,Idaho,31.2,27.8
2266,12,1953,Illinois,37.2,35.1
2267,12,1953,Indiana,37.2,35.7
2268,12,1953,Iowa,33.2,29.3
2269,12,1953,Kansas,38.1,36.8
2270,12,1953,Kentucky,39.9,40.8
2271,12,1953,Louisiana,52,54.2
2272,12,1953,Maine,32.4,25.5
2273,12,1953,Maryland,41.6,40
2274,12,1953,Massachusetts,38.8,33.7
2275,12,1953,Michigan,33,28.9
2276,12,1953,Minnesota,24.2,20.4
2277,12,1953,Mississippi,48.4,50.3
2278,12,1953,Missouri,40,38.3
2279,12,1953,Montana,31.5,25.1
2280,12,1953,Nebraska,33,30.5
2281,12,1953,Nevada,36.7,35
2282,12,1953,New Hampshire,34,27.9
2283,12,1953,New Jersey,40.5,38.1
2284,12,1953,New Mexico,36.8,38.2
2285,12,1953,New York,35.2,30.4
2286,12,1953,North Carolina,45.3,45.4
2287,12,1953,North Dakota,26.5,19.6
2288,12,1953,Ohio,37.3,35.6
2289,12,1953,Oklahoma,43.8,43.7
2290,12,1953,Oregon,38.3,34.7
2291,12,1953,Pennsylvania,36.7,34.1
2292,12,1953,Rhode Island,41.3,36.2
2293,12,1953,South Carolina,48.9,49.4
2294,12,1953,South Dakota,30.3,25.7
2295,12,1953,Tennessee,41.8,43.3
2296,12,1953,Texas,48.7,50.8
2297,12,1953,Utah,32.6,31.6
2298,12,1953,Vermont,33.2,26.8
2299,12,1953,Virginia,41.8,41.1
2300,12,1953,Washington,37.4,33.6
2301,12,1953,West Virginia,37.5,37.6
2302,12,1953,Wisconsin,29,24.9
2303,12,1953,Wyoming,28.4,24.9
2304,01,1954,Alabama,45.6,45.8
2305,01,1954,Arizona,40.6,41.1
2306,01,1954,Arkansas,40.4,40.4
2307,01,1954,California,43.4,42.7
2308,01,1954,Colorado,26.4,24.5
2309,01,1954,Connecticut,29.6,27.4
2310,01,1954,Delaware,36.5,34.8
2311,01,1954,Florida,59.9,58.3
2312,01,1954,Georgia,47.4,46.6
2313,01,1954,Idaho,26,22.9
2314,01,1954,Illinois,29.8,27.4
2315,01,1954,Indiana,30.8,28.5
2316,01,1954,Iowa,21.9,20.3
2317,01,1954,Kansas,30.6,30.1
2318,01,1954,Kentucky,35.4,35
2319,01,1954,Louisiana,50.2,50.2
2320,01,1954,Maine,18.8,15.9
2321,01,1954,Maryland,35.7,33.9
2322,01,1954,Massachusetts,28.4,26.1
2323,01,1954,Michigan,22.6,20.8
2324,01,1954,Minnesota,8.2,9.8
2325,01,1954,Mississippi,45.8,46.1
2326,01,1954,Missouri,32.6,31.2
2327,01,1954,Montana,18.8,18.7
2328,01,1954,Nebraska,24.8,23.8
2329,01,1954,Nevada,31.8,30.5
2330,01,1954,New Hampshire,22.1,19.4
2331,01,1954,New Jersey,32.9,31.3
2332,01,1954,New Mexico,33.4,34
2333,01,1954,New York,24,22.2
2334,01,1954,North Carolina,41.6,40.8
2335,01,1954,North Dakota,8.5,9.6
2336,01,1954,Ohio,31,28.7
2337,01,1954,Oklahoma,38.4,37.8
2338,01,1954,Oregon,33.7,31
2339,01,1954,Pennsylvania,29,27.1
2340,01,1954,Rhode Island,31.5,29.1
2341,01,1954,South Carolina,46.2,45.1
2342,01,1954,South Dakota,17.6,17.5
2343,01,1954,Tennessee,38.2,38.2
2344,01,1954,Texas,45.8,46.1
2345,01,1954,Utah,27.8,26.2
2346,01,1954,Vermont,19.9,17.7
2347,01,1954,Virginia,37.2,35.8
2348,01,1954,Washington,30.9,29.5
2349,01,1954,West Virginia,33,31.8
2350,01,1954,Wisconsin,16.8,15.3
2351,01,1954,Wyoming,22.6,19.5
2352,02,1954,Alabama,49.4,46.5
2353,02,1954,Arizona,46.1,42.7
2354,02,1954,Arkansas,45.3,41.2
2355,02,1954,California,45.7,43.8
2356,02,1954,Colorado,32.6,25.6
2357,02,1954,Connecticut,28.7,25.8
2358,02,1954,Delaware,37,33.8
2359,02,1954,Florida,60.1,58.6
2360,02,1954,Georgia,50.2,47.3
2361,02,1954,Idaho,29.1,24.2
2362,02,1954,Illinois,33.4,27.3
2363,02,1954,Indiana,34,28
2364,02,1954,Iowa,26.4,20.3
2365,02,1954,Kansas,36.6,31.1
2366,02,1954,Kentucky,39.4,35
2367,02,1954,Louisiana,54.6,50.9
2368,02,1954,Maine,17,14.1
2369,02,1954,Maryland,36.5,33.1
2370,02,1954,Massachusetts,27.2,24.6
2371,02,1954,Michigan,23,18.7
2372,02,1954,Minnesota,13.7,9.3
2373,02,1954,Mississippi,50.4,46.7
2374,02,1954,Missouri,36.8,31.6
2375,02,1954,Montana,22.1,19
2376,02,1954,Nebraska,31.2,24.5
2377,02,1954,Nevada,36.2,32
2378,02,1954,New Hampshire,20.4,17.9
2379,02,1954,New Jersey,33.2,30.1
2380,02,1954,New Mexico,39.6,35.7
2381,02,1954,New York,22.8,20.3
2382,02,1954,North Carolina,43.6,41
2383,02,1954,North Dakota,13.8,9.1
2384,02,1954,Ohio,33,27.9
2385,02,1954,Oklahoma,44,38.8
2386,02,1954,Oregon,35.2,32.1
2387,02,1954,Pennsylvania,29.3,25.9
2388,02,1954,Rhode Island,30,27.4
2389,02,1954,South Carolina,48.7,45.7
2390,02,1954,South Dakota,24,17.5
2391,02,1954,Tennessee,42.4,38.7
2392,02,1954,Texas,51.6,47.4
2393,02,1954,Utah,32.9,27.8
2394,02,1954,Vermont,18,15.9
2395,02,1954,Virginia,38.9,35.7
2396,02,1954,Washington,30.9,30.7
2397,02,1954,West Virginia,35.2,31.7
2398,02,1954,Wisconsin,20,14.5
2399,02,1954,Wyoming,27.5,20.3
2400,03,1954,Alabama,52.9,51.6
2401,03,1954,Arizona,48.8,47
2402,03,1954,Arkansas,50.2,47.2
2403,03,1954,California,47.4,47.1
2404,03,1954,Colorado,34,30.6
2405,03,1954,Connecticut,35.3,30.9
2406,03,1954,Delaware,41.7,38.5
2407,03,1954,Florida,61.4,61.8
2408,03,1954,Georgia,53.4,52
2409,03,1954,Idaho,31,29.6
2410,03,1954,Illinois,38,34.5
2411,03,1954,Indiana,37.8,34.5
2412,03,1954,Iowa,33.4,28.7
2413,03,1954,Kansas,42.4,38
2414,03,1954,Kentucky,43.6,40.9
2415,03,1954,Louisiana,57.4,55.7
2416,03,1954,Maine,24.8,20.5
2417,03,1954,Maryland,41.1,38.1
2418,03,1954,Massachusetts,33.8,29.6
2419,03,1954,Michigan,27.6,24.1
2420,03,1954,Minnesota,24.2,18.6
2421,03,1954,Mississippi,54.2,52
2422,03,1954,Missouri,42.2,38.6
2423,03,1954,Montana,28.4,25.4
2424,03,1954,Nebraska,35.8,31.2
2425,03,1954,Nevada,37.9,36.8
2426,03,1954,New Hampshire,27.4,23.7
2427,03,1954,New Jersey,38.7,34.9
2428,03,1954,New Mexico,42.8,40.7
2429,03,1954,New York,29.4,25.7
2430,03,1954,North Carolina,47.2,45.6
2431,03,1954,North Dakota,26,18.4
2432,03,1954,Ohio,36.3,33.7
2433,03,1954,Oklahoma,49,45.3
2434,03,1954,Oregon,36.6,36.2
2435,03,1954,Pennsylvania,34.3,31.2
2436,03,1954,Rhode Island,35.9,32
2437,03,1954,South Carolina,52,50.3
2438,03,1954,South Dakota,31.4,25.4
2439,03,1954,Tennessee,46.5,44.3
2440,03,1954,Texas,55.3,52.9
2441,03,1954,Utah,35.6,33.8
2442,03,1954,Vermont,25.7,21.9
2443,03,1954,Virginia,43,40.7
2444,03,1954,Washington,35.2,35.9
2445,03,1954,West Virginia,38.8,36.9
2446,03,1954,Wisconsin,26.8,22.3
2447,03,1954,Wyoming,28.4,25.7
2448,04,1954,Alabama,60.6,58.9
2449,04,1954,Arizona,54.6,53.1
2450,04,1954,Arkansas,58.1,55.9
2451,04,1954,California,51.8,51.4
2452,04,1954,Colorado,39.6,38
2453,04,1954,Connecticut,42.4,40.7
2454,04,1954,Delaware,49.3,47.4
2455,04,1954,Florida,67.4,66.6
2456,04,1954,Georgia,61,59.2
2457,04,1954,Idaho,36,36.8
2458,04,1954,Illinois,46.9,45.7
2459,04,1954,Indiana,46.6,45.1
2460,04,1954,Iowa,41.3,41.4
2461,04,1954,Kansas,49.5,47.9
2462,04,1954,Kentucky,52.3,50.3
2463,04,1954,Louisiana,63.9,62.7
2464,04,1954,Maine,32,32
2465,04,1954,Maryland,49.3,47.3
2466,04,1954,Massachusetts,41,39.4
2467,04,1954,Michigan,35.6,35.5
2468,04,1954,Minnesota,31.6,33.3
2469,04,1954,Mississippi,61.4,59.6
2470,04,1954,Missouri,51,49
2471,04,1954,Montana,30.4,35.1
2472,04,1954,Nebraska,41.4,41.8
2473,04,1954,Nevada,43.4,43
2474,04,1954,New Hampshire,35.4,34.7
2475,04,1954,New Jersey,46,44.3
2476,04,1954,New Mexico,49.6,47.4
2477,04,1954,New York,37.8,36.7
2478,04,1954,North Carolina,55.4,53.6
2479,04,1954,North Dakota,30.4,33
2480,04,1954,Ohio,45.6,43.9
2481,04,1954,Oklahoma,56.4,54.4
2482,04,1954,Oregon,40,41.2
2483,04,1954,Pennsylvania,43,41.3
2484,04,1954,Rhode Island,42.4,41
2485,04,1954,South Carolina,59.6,57.9
2486,04,1954,South Dakota,35.8,37.8
2487,04,1954,Tennessee,55,53.1
2488,04,1954,Texas,62.2,60.6
2489,04,1954,Utah,42.6,41.4
2490,04,1954,Vermont,34.2,33.6
2491,04,1954,Virginia,51.5,49.3
2492,04,1954,Washington,38.8,41.8
2493,04,1954,West Virginia,48,46
2494,04,1954,Wisconsin,35.2,35.5
2495,04,1954,Wyoming,33.2,34
2496,05,1954,Alabama,66.8,66.7
2497,05,1954,Arizona,64.4,60.8
2498,05,1954,Arkansas,65.2,64.6
2499,05,1954,California,60.6,57.4
2500,05,1954,Colorado,50.2,47.1
2501,05,1954,Connecticut,51.2,51.3
