,month,year,state,average_temp,monthly_mean_from_1901_to_2000
0,01,1950,Alabama,53.8,45.9
1,01,1950,Arizona,39.6,41.1
2,01,1950,Arkansas,45.6,40.4
3,01,1950,California,39.4,42.7
4,01,1950,Colorado,25.2,24.5
5,01,1950,Connecticut,32.5,27.3
6,01,1950,Delaware,42,34.8
7,01,1950,Florida,64.4,58.3
8,01,1950,Georgia,53.5,46.6
9,01,1950,Idaho,20.4,22.9
10,01,1950,Illinois,33.1,27.4
11,01,1950,Indiana,35.2,28.5
12,01,1950,Iowa,21,20.2
13,01,1950,Kansas,31,30.1
14,01,1950,Kentucky,41.8,35
15,01,1950,Louisiana,57.6,50.2
16,01,1950,Maine,20.6,15.9
17,01,1950,Maryland,41.1,33.9
18,01,1950,Massachusetts,31.6,26.1
19,01,1950,Michigan,23.8,20.7
20,01,1950,Minnesota,5.2,9.7
21,01,1950,Mississippi,54,46.1
22,01,1950,Missouri,35.3,31.3
23,01,1950,Montana,6.8,18.8
24,01,1950,Nebraska,21.2,23.7
25,01,1950,Nevada,28.2,30.5
26,01,1950,New Hampshire,24.7,19.4
27,01,1950,New Jersey,37.8,31.4
28,01,1950,New Mexico,34.8,34
29,01,1950,New York,28.4,22.2
30,01,1950,North Carolina,47.7,40.8
31,01,1950,North Dakota,-2.4,9.6
32,01,1950,Ohio,35.6,28.7
33,01,1950,Oklahoma,39.4,37.8
34,01,1950,Oregon,27,31.1
35,01,1950,Pennsylvania,33.7,27.1
36,01,1950,Rhode Island,34.8,29.1
37,01,1950,South Carolina,51.4,45.1
38,01,1950,South Dakota,9.8,17.5
39,01,1950,Tennessee,45.3,38.3
40,01,1950,Texas,50,46.1
41,01,1950,Utah,24,26.2
42,01,1950,Vermont,24,17.8
43,01,1950,Virginia,43,35.8
44,01,1950,Washington,21.7,29.5
45,01,1950,West Virginia,39.4,31.8
46,01,1950,Wisconsin,15.4,15.3
47,01,1950,Wyoming,17.1,19.5
48,02,1950,Alabama,56,46.5
49,02,1950,Arizona,43.5,42.7
50,02,1950,Arkansas,46.5,41.2
51,02,1950,California,41.9,43.8
52,02,1950,Colorado,27.6,25.6
53,02,1950,Connecticut,29.2,25.8
54,02,1950,Delaware,40.2,33.8
55,02,1950,Florida,64.7,58.6
56,02,1950,Georgia,55.4,47.3
57,02,1950,Idaho,21.8,24.2
58,02,1950,Illinois,30.8,27.3
59,02,1950,Indiana,33,28
60,02,1950,Iowa,18.9,20.2
61,02,1950,Kansas,33.1,31.1
62,02,1950,Kentucky,41.4,35.1
63,02,1950,Louisiana,59.2,50.8
64,02,1950,Maine,14.8,14
65,02,1950,Maryland,39.6,33.1
66,02,1950,Massachusetts,27.9,24.6
67,02,1950,Michigan,20.6,18.6
68,02,1950,Minnesota,4.2,9.3
69,02,1950,Mississippi,55.6,46.7
70,02,1950,Missouri,34.7,31.6
71,02,1950,Montana,10.8,19
72,02,1950,Nebraska,22.3,24.4
73,02,1950,Nevada,31.9,32
74,02,1950,New Hampshire,20.2,17.9
75,02,1950,New Jersey,35,30.1
76,02,1950,New Mexico,38.8,35.8
77,02,1950,New York,24.5,20.3
78,02,1950,North Carolina,48.5,41
79,02,1950,North Dakota,-2,9.2
80,02,1950,Ohio,34.1,27.9
81,02,1950,Oklahoma,41.7,38.9
82,02,1950,Oregon,27.6,32.2
83,02,1950,Pennsylvania,31.6,25.9
84,02,1950,Rhode Island,31,27.4
85,02,1950,South Carolina,53.2,45.7
86,02,1950,South Dakota,10.4,17.5
87,02,1950,Tennessee,46,38.6
88,02,1950,Texas,52.3,47.4
89,02,1950,Utah,26.9,27.8
90,02,1950,Vermont,19.2,15.8
91,02,1950,Virginia,42.7,35.7
92,02,1950,Washington,21.4,30.7
93,02,1950,West Virginia,39,31.6
94,02,1950,Wisconsin,13.4,14.5
95,02,1950,Wyoming,20,20.3
96,03,1950,Alabama,52.7,51.6
97,03,1950,Arizona,49.1,47.1
98,03,1950,Arkansas,47.4,47.2
99,03,1950,California,47.3,47.1
100,03,1950,Colorado,32,30.5
101,03,1950,Connecticut,28,30.9
102,03,1950,Delaware,37.4,38.5
103,03,1950,Florida,63.2,61.8
104,03,1950,Georgia,52.6,52
105,03,1950,Idaho,28.8,29.5
106,03,1950,Illinois,32.7,34.5
107,03,1950,Indiana,32.9,34.5
108,03,1950,Iowa,25.4,28.7
109,03,1950,Kansas,38.6,38
110,03,1950,Kentucky,40.5,40.9
111,03,1950,Louisiana,57,55.7
112,03,1950,Maine,16.7,20.4
113,03,1950,Maryland,37,38.2
114,03,1950,Massachusetts,26.6,29.6
115,03,1950,Michigan,21.6,24
116,03,1950,Minnesota,14.7,18.7
117,03,1950,Mississippi,53.2,52
118,03,1950,Missouri,37.6,38.7
119,03,1950,Montana,24.2,25.4
120,03,1950,Nebraska,29.7,31.3
121,03,1950,Nevada,37.8,36.8
122,03,1950,New Hampshire,19.7,23.7
123,03,1950,New Jersey,32.8,34.9
124,03,1950,New Mexico,42.6,40.6
125,03,1950,New York,22.2,25.7
126,03,1950,North Carolina,46.2,45.6
127,03,1950,North Dakota,13.1,18.3
128,03,1950,Ohio,32.6,33.7
129,03,1950,Oklahoma,46.3,45.3
130,03,1950,Oregon,34.4,36.2
131,03,1950,Pennsylvania,29.1,31.2
132,03,1950,Rhode Island,29.4,32
133,03,1950,South Carolina,50.8,50.3
134,03,1950,South Dakota,20.9,25.3
135,03,1950,Tennessee,44.6,44.3
136,03,1950,Texas,54.4,52.8
137,03,1950,Utah,34,33.8
138,03,1950,Vermont,17.8,21.9
139,03,1950,Virginia,40.2,40.7
140,03,1950,Washington,33,35.8
141,03,1950,West Virginia,36.2,36.9
142,03,1950,Wisconsin,18.8,22.4
143,03,1950,Wyoming,26.6,25.7
144,04,1950,Alabama,55.7,59
145,04,1950,Arizona,55.4,53.1
146,04,1950,Arkansas,53.2,55.8
147,04,1950,California,52.4,51.4
148,04,1950,Colorado,38.1,38.1
149,04,1950,Connecticut,37.2,40.7
150,04,1950,Delaware,44.3,47.4
151,04,1950,Florida,64.4,66.7
152,04,1950,Georgia,55.8,59.1
153,04,1950,Idaho,35,36.7
154,04,1950,Illinois,40.9,45.7
155,04,1950,Indiana,40.4,45
156,04,1950,Iowa,35.6,41.4
157,04,1950,Kansas,45.4,47.9
158,04,1950,Kentucky,46.6,50.2
159,04,1950,Louisiana,60,62.6
160,04,1950,Maine,29.4,32.1
161,04,1950,Maryland,43.8,47.3
162,04,1950,Massachusetts,36.2,39.5
163,04,1950,Michigan,29.5,35.4
164,04,1950,Minnesota,25.5,33.3
165,04,1950,Mississippi,56.6,59.6
166,04,1950,Missouri,45,49
167,04,1950,Montana,30.6,35
168,04,1950,Nebraska,37,41.8
169,04,1950,Nevada,43.4,43
170,04,1950,New Hampshire,31,34.8
171,04,1950,New Jersey,40.8,44.3
172,04,1950,New Mexico,48.8,47.4
173,04,1950,New York,31.8,36.6
174,04,1950,North Carolina,51.5,53.6
175,04,1950,North Dakota,25.2,33
176,04,1950,Ohio,39.2,43.8
177,04,1950,Oklahoma,53,54.4
178,04,1950,Oregon,39.2,41.1
179,04,1950,Pennsylvania,36.6,41.3
180,04,1950,Rhode Island,37.9,40.9
181,04,1950,South Carolina,55.4,57.9
182,04,1950,South Dakota,30.1,37.8
183,04,1950,Tennessee,49.6,53
184,04,1950,Texas,60,60.6
185,04,1950,Utah,41.6,41.4
186,04,1950,Vermont,29.1,33.5
187,04,1950,Virginia,46.6,49.3
188,04,1950,Washington,39.1,41.8
189,04,1950,West Virginia,42.4,46
190,04,1950,Wisconsin,28.4,35.4
191,04,1950,Wyoming,32,33.9
192,05,1950,Alabama,66.4,66.7
193,05,1950,Arizona,61.8,60.8
194,05,1950,Arkansas,63.8,64.6
195,05,1950,California,58.6,57.4
196,05,1950,Colorado,46.2,47.1
197,05,1950,Connecticut,49.2,51.4
198,05,1950,Delaware,54.7,57.1
199,05,1950,Florida,70.8,72.2
200,05,1950,Georgia,66.4,67
201,05,1950,Idaho,42.6,45.1
202,05,1950,Illinois,54.6,56.8
203,05,1950,Indiana,54,55.9
204,05,1950,Iowa,50.2,53.9
205,05,1950,Kansas,57.1,58.4
206,05,1950,Kentucky,58.6,59.8
207,05,1950,Louisiana,69.4,69.9
208,05,1950,Maine,44.5,44.4
209,05,1950,Maryland,55,57.2
210,05,1950,Massachusetts,48.6,50.2
211,05,1950,Michigan,44.2,47.7
212,05,1950,Minnesota,41.4,47.8
213,05,1950,Mississippi,67,67.4
214,05,1950,Missouri,57.7,59.4
215,05,1950,Montana,41.7,45.5
216,05,1950,Nebraska,49.1,53
217,05,1950,Nevada,50.8,50.8
218,05,1950,New Hampshire,45.8,46.7
219,05,1950,New Jersey,52.1,54.6
220,05,1950,New Mexico,56.6,55.8
221,05,1950,New York,46.8,48.6
222,05,1950,North Carolina,62,62.2
223,05,1950,North Dakota,40.5,47.5
224,05,1950,Ohio,52.7,54.6
225,05,1950,Oklahoma,63.5,63.7
226,05,1950,Oregon,45.6,47.2
227,05,1950,Pennsylvania,50,52.2
228,05,1950,Rhode Island,48.7,50.9
229,05,1950,South Carolina,66.2,66.2
230,05,1950,South Dakota,44.4,50.3
231,05,1950,Tennessee,61.4,61.9
232,05,1950,Texas,68.9,68.6
233,05,1950,Utah,49,50
234,05,1950,Vermont,45,46
235,05,1950,Virginia,57.6,58.6
236,05,1950,Washington,45.8,48.5
237,05,1950,West Virginia,54.7,55.7
238,05,1950,Wisconsin,43.9,48.6
239,05,1950,Wyoming,40.2,43.6
240,06,1950,Alabama,75.6,74
241,06,1950,Arizona,68.5,69.7
242,06,1950,Arkansas,73,72.5
243,06,1950,California,64,64.5
244,06,1950,Colorado,55.4,56.6
245,06,1950,Connecticut,60.1,61.1
246,06,1950,Delaware,65,66.4
247,06,1950,Florida,78.8,77.3
248,06,1950,Georgia,75.9,74.2
249,06,1950,Idaho,50.6,52.9
250,06,1950,Illinois,66.8,66.8
251,06,1950,Indiana,65.9,65.9
252,06,1950,Iowa,63.4,64.5
253,06,1950,Kansas,68.9,68.4
254,06,1950,Kentucky,68.8,68.5
255,06,1950,Louisiana,77.3,76.6
256,06,1950,Maine,56.1,55.2
257,06,1950,Maryland,65.6,66.5
258,06,1950,Massachusetts,59.6,60
259,06,1950,Michigan,58.2,58.4
260,06,1950,Minnesota,57.1,59
261,06,1950,Mississippi,76,74.8
262,06,1950,Missouri,68.6,68.6
263,06,1950,Montana,51.2,54.3
264,06,1950,Nebraska,61.7,63.3
265,06,1950,Nevada,58.1,59.4
266,06,1950,New Hampshire,57.8,57
267,06,1950,New Jersey,62.7,64.2
268,06,1950,New Mexico,64.9,64.7
269,06,1950,New York,58.8,59
270,06,1950,North Carolina,70.9,70
271,06,1950,North Dakota,55.5,58.3
272,06,1950,Ohio,64.3,64.5
273,06,1950,Oklahoma,72.8,72.5
274,06,1950,Oregon,52.8,53.9
275,06,1950,Pennsylvania,61.2,61.8
276,06,1950,Rhode Island,59,60.3
277,06,1950,South Carolina,75.4,73.7
278,06,1950,South Dakota,58.6,60.8
279,06,1950,Tennessee,71.2,70
280,06,1950,Texas,76.3,76
281,06,1950,Utah,57.1,59.3
282,06,1950,Vermont,57.5,56.6
283,06,1950,Virginia,67.1,67
284,06,1950,Washington,53.4,54.7
285,06,1950,West Virginia,64.8,64.3
286,06,1950,Wisconsin,58.4,59.4
287,06,1950,Wyoming,49.6,53.1
288,07,1950,Alabama,77.6,78.8
289,07,1950,Arizona,75.6,77.1
290,07,1950,Arkansas,76.6,78.4
291,07,1950,California,71.4,71.5
292,07,1950,Colorado,62.8,64.2
293,07,1950,Connecticut,67.3,68
294,07,1950,Delaware,72,73.1
295,07,1950,Florida,80.4,80.2
296,07,1950,Georgia,78.2,78.6
297,07,1950,Idaho,59.5,60.9
298,07,1950,Illinois,71.1,73.5
299,07,1950,Indiana,70.2,72.5
300,07,1950,Iowa,68.4,71.5
301,07,1950,Kansas,73.7,76.1
302,07,1950,Kentucky,72,74.4
303,07,1950,Louisiana,79.6,80.8
304,07,1950,Maine,62.5,62.6
305,07,1950,Maryland,71.6,72.9
306,07,1950,Massachusetts,67,67
307,07,1950,Michigan,64.1,65.7
308,07,1950,Minnesota,64.7,66.3
309,07,1950,Mississippi,78.3,79.6
310,07,1950,Missouri,72.1,75.3
311,07,1950,Montana,59.2,62
312,07,1950,Nebraska,68.6,71.5
313,07,1950,Nevada,67.4,68
314,07,1950,New Hampshire,64.6,64.1
315,07,1950,New Jersey,69.8,71
316,07,1950,New Mexico,70.4,70.9
317,07,1950,New York,64.8,65.8
318,07,1950,North Carolina,74.6,75.2
319,07,1950,North Dakota,64,66
320,07,1950,Ohio,68.8,70.9
321,07,1950,Oklahoma,76.7,79.3
322,07,1950,Oregon,60.8,61
323,07,1950,Pennsylvania,66.4,68.2
324,07,1950,Rhode Island,67.2,67.5
325,07,1950,South Carolina,78.2,78.4
326,07,1950,South Dakota,66.6,69.2
327,07,1950,Tennessee,73.8,75.5
328,07,1950,Texas,79.8,80.9
329,07,1950,Utah,66,67.8
330,07,1950,Vermont,63.7,63.5
331,07,1950,Virginia,71.7,72.8
332,07,1950,Washington,60.8,60.9
333,07,1950,West Virginia,68.6,70
334,07,1950,Wisconsin,64.6,66.6
335,07,1950,Wyoming,58.5,61.4
336,08,1950,Alabama,77.3,79.6
337,08,1950,Arizona,77.4,78.8
338,08,1950,Arkansas,76.2,79.8
339,08,1950,California,75.1,74.2
340,08,1950,Colorado,63.4,66.2
341,08,1950,Connecticut,68.6,69.6
342,08,1950,Delaware,73.2,74.6
343,08,1950,Florida,80.2,81
344,08,1950,Georgia,77.6,79.3
345,08,1950,Idaho,63.4,64.3
346,08,1950,Illinois,70.6,74.5
347,08,1950,Indiana,70.5,73.4
348,08,1950,Iowa,67.9,72.6
349,08,1950,Kansas,72.2,78.1
350,08,1950,Kentucky,71.9,75.5
351,08,1950,Louisiana,80.3,81.7
352,08,1950,Maine,63.5,64.2
353,08,1950,Maryland,72.6,74.2
354,08,1950,Massachusetts,68,68.6
355,08,1950,Michigan,63.8,67
356,08,1950,Minnesota,64.2,67.5
357,08,1950,Mississippi,78.2,80.5
358,08,1950,Missouri,71.2,76.8
359,08,1950,Montana,62,64.8
360,08,1950,Nebraska,68.6,73.4
361,08,1950,Nevada,71,71.1
362,08,1950,New Hampshire,65.2,65.3
363,08,1950,New Jersey,71.1,72.5
364,08,1950,New Mexico,70.2,71.8
365,08,1950,New York,66.1,67.1
366,08,1950,North Carolina,74.7,76.3
367,08,1950,North Dakota,64.7,68
368,08,1950,Ohio,69.4,72
369,08,1950,Oklahoma,76.1,81.3
370,08,1950,Oregon,65.1,64.3
371,08,1950,Pennsylvania,67.6,69.4
372,08,1950,Rhode Island,68.9,69.5
373,08,1950,South Carolina,77.6,79.3
374,08,1950,South Dakota,67.3,71.5
375,08,1950,Tennessee,73.1,76.5
376,08,1950,Texas,80.4,82.1
377,08,1950,Utah,68.8,70.5
378,08,1950,Vermont,63.9,64.6
379,08,1950,Virginia,72.2,73.9
380,08,1950,Washington,64.2,63.7
381,08,1950,West Virginia,69.2,71.1
382,08,1950,Wisconsin,63.6,67.6
383,08,1950,Wyoming,61,64.4
384,09,1950,Alabama,74.6,77
385,09,1950,Arizona,73.2,74.9
386,09,1950,Arkansas,72.6,76
387,09,1950,California,71,71.1
388,09,1950,Colorado,59.2,61.3
389,09,1950,Connecticut,63,65
390,09,1950,Delaware,68.4,70.6
391,09,1950,Florida,79.4,80.1
392,09,1950,Georgia,74.9,76.8
393,09,1950,Idaho,59,59.2
394,09,1950,Illinois,66.8,69.8
395,09,1950,Indiana,66.7,69
396,09,1950,Iowa,64.4,67.2
397,09,1950,Kansas,68.6,72.9
398,09,1950,Kentucky,68.6,71.8
399,09,1950,Louisiana,78.3,79.4
400,09,1950,Maine,56.6,58.9
401,09,1950,Maryland,68,70.1
402,09,1950,Massachusetts,62.1,63.9
403,09,1950,Michigan,59.8,62.2
404,09,1950,Minnesota,60.2,61.5
405,09,1950,Mississippi,75.4,77.7
406,09,1950,Missouri,67.9,72.1
407,09,1950,Montana,57.1,58.9
408,09,1950,Nebraska,64.5,67.6
409,09,1950,Nevada,65.6,66
410,09,1950,New Hampshire,58.6,60.3
411,09,1950,New Jersey,65.9,68.2
412,09,1950,New Mexico,66.2,67.7
413,09,1950,New York,60.8,62.5
414,09,1950,North Carolina,71.4,72.9
415,09,1950,North Dakota,60.3,61.6
416,09,1950,Ohio,65.6,67.8
417,09,1950,Oklahoma,72.9,77
418,09,1950,Oregon,61.5,60.6
419,09,1950,Pennsylvania,63.2,65
420,09,1950,Rhode Island,63.4,65.3
421,09,1950,South Carolina,74.4,76.2
422,09,1950,South Dakota,63.1,65.3
423,09,1950,Tennessee,69.8,73.1
424,09,1950,Texas,77.6,78.8
425,09,1950,Utah,64,65
426,09,1950,Vermont,57.6,59.8
427,09,1950,Virginia,68.4,70.1
428,09,1950,Washington,61.4,60.3
429,09,1950,West Virginia,65.8,67.4
430,09,1950,Wisconsin,59.6,62.3
431,09,1950,Wyoming,56.3,58.5
432,10,1950,Alabama,69.1,69.3
433,10,1950,Arizona,68.1,66.5
434,10,1950,Arkansas,67.8,67.3
435,10,1950,California,64.6,64.1
436,10,1950,Colorado,54.1,51.9
437,10,1950,Connecticut,55.8,56.3
438,10,1950,Delaware,61.3,61.9
439,10,1950,Florida,76,75.6
440,10,1950,Georgia,69.4,69.4
441,10,1950,Idaho,50.8,49.4
442,10,1950,Illinois,61.9,60.4
443,10,1950,Indiana,60.8,59.7
444,10,1950,Iowa,59.2,57.2
445,10,1950,Kansas,63.6,62.6
446,10,1950,Kentucky,63.5,62.8
447,10,1950,Louisiana,72.7,72.3
448,10,1950,Maine,47.8,49.5
449,10,1950,Maryland,60.7,61.4
450,10,1950,Massachusetts,54.6,55.1
451,10,1950,Michigan,54,53
452,10,1950,Minnesota,52.9,50.9
453,10,1950,Mississippi,70,69.8
454,10,1950,Missouri,63.8,62.6
455,10,1950,Montana,48.9,48.5
456,10,1950,Nebraska,57.8,56.8
457,10,1950,Nevada,58,56.3
458,10,1950,New Hampshire,50.6,51.2
459,10,1950,New Jersey,59,59.5
460,10,1950,New Mexico,61.3,59.3
461,10,1950,New York,53.2,53.4
462,10,1950,North Carolina,65.6,64.9
463,10,1950,North Dakota,51.5,50.1
464,10,1950,Ohio,59.3,58.7
465,10,1950,Oklahoma,68.2,67.4
466,10,1950,Oregon,53.4,52.7
467,10,1950,Pennsylvania,56,56.2
468,10,1950,Rhode Island,56.4,56.9
469,10,1950,South Carolina,68.6,68.4
470,10,1950,South Dakota,55.2,54
471,10,1950,Tennessee,64.9,64.4
472,10,1950,Texas,72.4,71
473,10,1950,Utah,57,54.7
474,10,1950,Vermont,49.9,50.6
475,10,1950,Virginia,61.9,61.6
476,10,1950,Washington,51.8,52.1
477,10,1950,West Virginia,59.5,58.9
478,10,1950,Wisconsin,54,52.4
479,10,1950,Wyoming,49.4,48
480,11,1950,Alabama,57.4,58.7
481,11,1950,Arizona,59.8,55
482,11,1950,Arkansas,56,55.8
483,11,1950,California,57.5,54.5
484,11,1950,Colorado,43.7,40
485,11,1950,Connecticut,48,45.6
486,11,1950,Delaware,52.4,51.1
487,11,1950,Florida,67.1,68.3
488,11,1950,Georgia,58,59.2
489,11,1950,Idaho,40.2,37.8
490,11,1950,Illinois,47,47.8
491,11,1950,Indiana,46.6,47.4
492,11,1950,Iowa,43.8,43.6
493,11,1950,Kansas,50.4,49.2
494,11,1950,Kentucky,50.2,51.1
495,11,1950,Louisiana,62,62.4
496,11,1950,Maine,41,38.3
497,11,1950,Maryland,51,50.3
498,11,1950,Massachusetts,47.4,44.7
499,11,1950,Michigan,40.8,41
500,11,1950,Minnesota,35.4,36.5
501,11,1950,Mississippi,58.4,59.1
502,11,1950,Missouri,50.3,50.3
503,11,1950,Montana,35.6,36.4
504,11,1950,Nebraska,44.4,43.4
505,11,1950,Nevada,49,44.8
506,11,1950,New Hampshire,43.1,40
507,11,1950,New Jersey,50.4,48.6
508,11,1950,New Mexico,52,48
509,11,1950,New York,44.2,42.2
510,11,1950,North Carolina,54.4,54.4
511,11,1950,North Dakota,33.1,35.2
512,11,1950,Ohio,45.9,46.8
513,11,1950,Oklahoma,56.2,55
514,11,1950,Oregon,44.6,42.9
515,11,1950,Pennsylvania,45.6,45
516,11,1950,Rhode Island,49.2,46.7
517,11,1950,South Carolina,57.6,58.2
518,11,1950,South Dakota,39.7,39.8
519,11,1950,Tennessee,52,53
520,11,1950,Texas,62.1,60.3
521,11,1950,Utah,46.6,42.4
522,11,1950,Vermont,42.4,39.2
523,11,1950,Virginia,51,50.8
524,11,1950,Washington,40.8,41.8
525,11,1950,West Virginia,47.3,47.7
526,11,1950,Wisconsin,38.8,39.2
527,11,1950,Wyoming,38.2,35.8
528,12,1950,Alabama,44.9,50
529,12,1950,Arizona,50,45.3
530,12,1950,Arkansas,41.9,45.7
531,12,1950,California,50.9,46.3
532,12,1950,Colorado,32.8,29.4
533,12,1950,Connecticut,36.2,34.7
534,12,1950,Delaware,39.9,40.9
535,12,1950,Florida,57.5,61.5
536,12,1950,Georgia,45.8,50.7
537,12,1950,Idaho,31.8,27.8
538,12,1950,Illinois,28,35.1
539,12,1950,Indiana,29.2,35.7
540,12,1950,Iowa,24.1,29.2
541,12,1950,Kansas,36,36.8
542,12,1950,Kentucky,34.9,40.8
543,12,1950,Louisiana,51.4,54.1
544,12,1950,Maine,30.3,25.5
545,12,1950,Maryland,38.3,40.1
546,12,1950,Massachusetts,36.2,33.7
547,12,1950,Michigan,25.2,29
548,12,1950,Minnesota,14.8,20.4
549,12,1950,Mississippi,46,50.4
550,12,1950,Missouri,33.7,38.3
551,12,1950,Montana,25.4,25.1
552,12,1950,Nebraska,30.6,30.6
553,12,1950,Nevada,40.8,35
554,12,1950,New Hampshire,31.6,28
555,12,1950,New Jersey,37.7,38.1
556,12,1950,New Mexico,41.4,38.2
557,12,1950,New York,30.4,30.4
558,12,1950,North Carolina,41.4,45.3
559,12,1950,North Dakota,14.6,19.6
560,12,1950,Ohio,29.9,35.6
561,12,1950,Oklahoma,42,43.7
562,12,1950,Oregon,39.4,34.8
563,12,1950,Pennsylvania,31.5,34.1
564,12,1950,Rhode Island,38.6,36.2
565,12,1950,South Carolina,45,49.4
566,12,1950,South Dakota,23.8,25.6
567,12,1950,Tennessee,37.6,43.3
568,12,1950,Texas,50.8,50.8
569,12,1950,Utah,36,31.5
570,12,1950,Vermont,30.1,26.7
571,12,1950,Virginia,38,41.1
572,12,1950,Washington,36,33.7
573,12,1950,West Virginia,33.3,37.6
574,12,1950,Wisconsin,19,24.9
575,12,1950,Wyoming,28,24.9
576,01,1951,Alabama,44,45.8
577,01,1951,Arizona,43.8,41
578,01,1951,Arkansas,39.2,40.5
579,01,1951,California,45.2,42.7
580,01,1951,Colorado,26.8,24.5
581,01,1951,Connecticut,29.7,27.3
582,01,1951,Delaware,35,34.8
583,01,1951,Florida,56,58.2
584,01,1951,Georgia,44.5,46.6
585,01,1951,Idaho,25.4,22.9
586,01,1951,Illinois,23.9,27.4
587,01,1951,Indiana,25.8,28.4
588,01,1951,Iowa,16.4,20.2
589,01,1951,Kansas,30.6,30.2
590,01,1951,Kentucky,33.2,35
591,01,1951,Louisiana,49.4,50.2
592,01,1951,Maine,20.5,15.9
593,01,1951,Maryland,33.8,33.9
594,01,1951,Massachusetts,29.1,26.1
595,01,1951,Michigan,19.2,20.7
596,01,1951,Minnesota,4.8,9.7
597,01,1951,Mississippi,44.6,46.1
598,01,1951,Missouri,29.9,31.3
599,01,1951,Montana,19,18.8
600,01,1951,Nebraska,24.6,23.8
601,01,1951,Nevada,34.8,30.6
602,01,1951,New Hampshire,23.2,19.4
603,01,1951,New Jersey,32,31.3
604,01,1951,New Mexico,36.1,34
605,01,1951,New York,23.2,22.2
606,01,1951,North Carolina,39,40.8
607,01,1951,North Dakota,5.4,9.6
608,01,1951,Ohio,26.8,28.7
609,01,1951,Oklahoma,37.6,37.8
610,01,1951,Oregon,34.2,31
611,01,1951,Pennsylvania,26.6,27.1
612,01,1951,Rhode Island,32.4,29.1
613,01,1951,South Carolina,42.8,45.2
614,01,1951,South Dakota,16.4,17.4
615,01,1951,Tennessee,36.4,38.3
616,01,1951,Texas,46.3,46.2
617,01,1951,Utah,29.6,26.2
618,01,1951,Vermont,21.2,17.8
619,01,1951,Virginia,35,35.8
620,01,1951,Washington,32.1,29.5
621,01,1951,West Virginia,30.8,31.8
622,01,1951,Wisconsin,10.4,15.4
623,01,1951,Wyoming,21.4,19.6
624,02,1951,Alabama,48,46.5
625,02,1951,Arizona,42.4,42.7
626,02,1951,Arkansas,42.2,41.2
627,02,1951,California,43.4,43.9
628,02,1951,Colorado,26,25.6
629,02,1951,Connecticut,30,25.8
630,02,1951,Delaware,36.5,33.8
631,02,1951,Florida,57.7,58.6
632,02,1951,Georgia,48.1,47.4
633,02,1951,Idaho,24.2,24.2
634,02,1951,Illinois,27.8,27.2
635,02,1951,Indiana,29.2,28
636,02,1951,Iowa,19.4,20.2
637,02,1951,Kansas,32.2,31.2
638,02,1951,Kentucky,36.4,35.1
639,02,1951,Louisiana,51.8,50.8
640,02,1951,Maine,18.8,14.1
641,02,1951,Maryland,35.6,33.1
642,02,1951,Massachusetts,29.2,24.5
643,02,1951,Michigan,19.8,18.7
644,02,1951,Minnesota,8,9.2
645,02,1951,Mississippi,48.1,46.7
646,02,1951,Missouri,32.8,31.6
647,02,1951,Montana,16.8,19
648,02,1951,Nebraska,25.8,24.4
649,02,1951,Nevada,33,32
650,02,1951,New Hampshire,22.5,17.8
651,02,1951,New Jersey,33.4,30.1
652,02,1951,New Mexico,35.4,35.7
653,02,1951,New York,23.6,20.2
654,02,1951,North Carolina,42.3,41
655,02,1951,North Dakota,6.4,9.2
656,02,1951,Ohio,29.6,28
657,02,1951,Oklahoma,40,38.9
658,02,1951,Oregon,32.2,32.2
659,02,1951,Pennsylvania,28.6,25.9
660,02,1951,Rhode Island,32.4,27.5
661,02,1951,South Carolina,46.2,45.8
662,02,1951,South Dakota,18.6,17.5
663,02,1951,Tennessee,40.2,38.6
664,02,1951,Texas,47.4,47.5
665,02,1951,Utah,28.8,27.8
666,02,1951,Vermont,20.4,15.9
667,02,1951,Virginia,37.8,35.7
668,02,1951,Washington,30.5,30.7
669,02,1951,West Virginia,33.8,31.6
670,02,1951,Wisconsin,12.8,14.5
671,02,1951,Wyoming,20.8,20.3
672,03,1951,Alabama,52.7,51.6
673,03,1951,Arizona,46.2,47
674,03,1951,Arkansas,47.2,47.2
675,03,1951,California,46.3,47.1
676,03,1951,Colorado,30.2,30.5
677,03,1951,Connecticut,33.6,30.8
678,03,1951,Delaware,39.3,38.5
679,03,1951,Florida,61.1,61.7
680,03,1951,Georgia,52.2,52
681,03,1951,Idaho,27.8,29.6
682,03,1951,Illinois,32.8,34.5
683,03,1951,Indiana,33.5,34.5
684,03,1951,Iowa,24.4,28.6
685,03,1951,Kansas,36.8,38
686,03,1951,Kentucky,40.3,40.9
687,03,1951,Louisiana,56.4,55.8
688,03,1951,Maine,23.6,20.4
689,03,1951,Maryland,38.8,38.1
690,03,1951,Massachusetts,32.8,29.7
691,03,1951,Michigan,24.8,24.1
692,03,1951,Minnesota,15.1,18.7
693,03,1951,Mississippi,52.9,52
694,03,1951,Missouri,37.2,38.7
695,03,1951,Montana,19.4,25.4
696,03,1951,Nebraska,29.6,31.3
697,03,1951,Nevada,36.1,36.8
698,03,1951,New Hampshire,27,23.7
699,03,1951,New Jersey,36.6,34.9
700,03,1951,New Mexico,39.8,40.6
701,03,1951,New York,28,25.7
702,03,1951,North Carolina,46,45.6
703,03,1951,North Dakota,11.2,18.3
