City,State,Cost of Living Index,State_Code,State_Name,Mean,Median,county_name,population,density,timezone,zips,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december,safety_index,education_score
san jose,ca,173.5,6,california,72253,300000,Santa Clara,1771413,2172.6,America/Los_Angeles,95119 95118 95128 95124 95125 95122 95008 95002 95117 95116 95111 95110 95113 95112 95126 95127 95120 95123 95148 95133 95132 95131 95130 95136 95134 95139 95138 95037 95013 95129 95121 95101 95103 95106 95109 95115 95141 95150 95151 95153 95154 95155 95156 95157 95158 95159 95160 95161 95164 95172 95173 95190 95191 95192 95193 95194 95196,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,75,75
san luis obispo,ca,136.1,6,california,70959,300000,San Luis Obispo,47529,1362.5,America/Los_Angeles,93401 93405 93403 93406,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,75,70
santa cruz,ca,163.9,6,california,80553,56067,Santa Cruz,167835,1859.8,America/Los_Angeles,95065 95064 95060 95062 95061 95063 95067,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,60,70
santa fe,nm,105.1,35,new mexico,46094,30749,Santa Fe,93165,647.7,America/Denver,87505 87507 87501 87502 87503 87509,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667,70,65
santa rosa,ca,141.7,6,california,28722,22157,Sonoma,296180,1618.1,America/Los_Angeles,95409 95403 95401 95407 95405 95404 95406,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,65,65
savannah,ga,97.3,13,georgia,72205,44633,Chatham,316050,524.8,America/New_York,31302 31409 31408 31401 31405 31404 31407 31406 31421 31419 31415 31403 31412 31416 31418 31420,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889,50,55
scranton,pa,91.3,42,pennsylvania,56060,42196,Lackawanna,366334,1161.3,America/New_York,18504 18509 18508 18510 18503 18505 18507 18515 18540,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,50,55
seattle,wa,124.6,53,washington,38873,28154,King,3561397,3376.6,America/Los_Angeles,98109 98108 98105 98104 98107 98106 98101 98103 98102 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,55,70
shawnee,ok,82.4,40,oklahoma,35539,23228,Pottawatomie,31391,313.9,America/Chicago,74804 74801 74802,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778,55,55
sheboygan,wi,89.7,55,wisconsin,57607,52962,Sheboygan,73531,1229.2,America/Chicago,53083 53081,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,70,70
shelton,wa,109.6,53,washington,43948,35176,Mason,10484,696,America/Los_Angeles,98584,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,65,65
shreveport,la,85.8,22,louisiana,32874,21509,Caddo,283536,664.7,America/Chicago,71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666,45,50
sierra vista,az,93.2,4,arizona,69646,58812,Cochise,45212,114.6,America/Phoenix,85650 85635 85613 85670,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778,70,65
sioux city,ia,87.1,19,iowa,37901,31056,Woodbury,111361,564.5,America/Chicago,51106 51104 51105 51103 51101 51108 51109 51111,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8,65,60
sioux falls,sd,92.8,46,south dakota,40840,35482,Minnehaha,204484,926,America/Chicago,57108 57104 57105 57106 57107 57103 57197 57110 57117 57101 57109 57186 57193,21.01,19.5,26.410000000000004,38.16,49.06,61.83,70.58,71.76,66.6,54.87777777777777,40.53333333333333,28.25555555555556,75,70
south bend,in,87.2,18,indiana,78132,60289,St. Joseph,278061,948.2,America/Indiana/Indianapolis,46616 46635 46628 46601 46613 46617 46619 46614 46615 46626 46634 46660 46680 46699,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,45,55
spokane,wa,100.4,53,washington,65182,54422,Spokane,456219,1279.8,America/Los_Angeles,99201 99203 99202 99205 99204 99207 99208 99258 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99260,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,55,65
springfield,il,87.5,17,illinois,114086,97482,Sangamon,159671,721,America/Chicago,62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62765 62766 62767 62769 62776 62777 62781 62786 62796,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,60,60
springfield,ma,106.5,25,massachusetts,48619,45415,Hampden,437752,1881.5,America/New_York,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,29.84,27.54,31.74,40.57,51.98,62,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111,45,55
springfield,mo,86.7,29,missouri,14316,9920,Greene,286280,784.5,America/Chicago,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,55,60
springfield,oh,87.5,39,ohio,30563,24034,Clark,81620,865.6,America/New_York,45503 45501 45506 45505 45504,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,50,55
st. louis,mo,89.6,29,missouri,70673,57490,St. Louis,2130881,1864.3,America/Chicago,63110 63111 63112 63113 63115 63116 63118 63120 63107 63106 63104 63103 63102 63101 63109 63108 63155 63139 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,35,55
state college,pa,99.8,42,pennsylvania,54085,50076,Centre,83170,3449.3,America/New_York,16802 16803 16801 16804 16805,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,75,75
stillwater,ok,86.3,40,oklahoma,71250,57504,Payne,48644,630.5,America/Chicago,74078 74077 74075 74074 74076,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778,70,65
sumter,sc,88.1,45,south carolina,33122,30924,Sumter,71234,505.8,America/New_York,29154 29152 29153 29150 29151,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.68888889,59.833333333333336,51.96666666666667,45,50
syracuse,ny,95.1,36,new york,50803,44806,Onondaga,410732,2251.6,America/New_York,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13244 13201 13217 13218 13221 13235 13252 13261,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664,50,60
tallahassee,fl,96.4,12,florida,53587,39098,Leon,258696,751.3,America/New_York,32310 32312 32313 32399 32307 32306 32304 32303 32301 32309 32308 32311 32302 32314 32315 32316,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,55,65
tampa,fl,101.4,12,florida,72435,62089,Hillsborough,2861173,1320.9,America/New_York,33637 33629 33621 33620 33609 33604 33606 33602 33619 33616 33613 33617 33614 33610 33611 33612 33605 33607 33603 33647 33608 33622 33623 33630 33631 33633 33646 33650 33655 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,70,65
terre haute,in,84.7,18,indiana,48356,39998,Vigo,80567,650.7,America/Indiana/Indianapolis,47804 47807 47802 47803 47809 47801 47808,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,45,55
topeka,ks,85.6,20,kansas,25050,16613,Shawnee,148185,792.2,America/Chicago,66621 66622 66609 66608 66607 66606 66605 66604 66603 66619 66611 66612 66614 66616 66601 66624 66625 66626 66629 66636 66647 66667 66675 66683 66699,33.279999999999994,32.239999999999995,38.92,49.22,58.32000000000001,69.51,77.17999999999999,77.65,73.80000000000001,63.84444444444445,50.16666666666666,39.27777777777778,50,60
trenton,nj,104.3,34,new jersey,47722,38302,Mercer,362179,4571.3,America/New_York,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,35.05,32.910000000000004,37.47,46.14,56.79,66.37,73.67999999999999,75.57000000000001,71.24444444444445,62.95555555555556,51.15555555555555,41.5,40,55
tucson,az,97.7,4,arizona,61934,50113,Pima,878320,863.9,America/Phoenix,85705 85707 85706 85709 85710 85756 85723 85726 85724 85701 85708 85719 85748 85745 85747 85716 85714 85715 85712 85713 85711 85734 85730 85721 85702 85703 85717 85725 85731 85732 85738 85751 85754 85775,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778,50,60
tulsa,ok,86.7,40,oklahoma,76468,52837,Tulsa,731743,804.2,America/Chicago,74137 74134 74132 74133 74130 74136 74135 74146 74145 74127 74126 74112 74114 74115 74119 74015 74106 74129 74128 74120 74171 74110 74116 74117 74107 74105 74103 74104 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74172 74182 74186 74187 74192 74193,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778,55,65
tuscaloosa,al,91,1,alabama,55815,38843,Tuscaloosa,164414,660,America/Chicago,35475 35476 35405 35404 35406 35401 35487 35403 35407 35486,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666,50,60
twin falls,id,91.2,16,idaho,68641,51961,Twin Falls,52315,1030.9,America/Boise,83301 83303,25.18,26.65,31.860000000000003,38.85,46.16,55,63.65,66.96000000000001,61.11111111111112,50.52222222222222,39.11111111111112,29.23333333333333,65,65
tyler,tx,92.8,48,texas,44292,31765,Smith,138024,711.1,America/Chicago,75709 75702 75703 75701 75711 75710 75712 75713 75798 75799,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,60,60
utica,ny,94.1,36,new york,58805,50954,Oneida,116766,1494.5,America/New_York,13501 13502 13503 13504 13505 13599,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664,50,55
valdosta,ga,89.2,13,georgia,25098,21410,Lowndes,75919,593,America/New_York,31698 31602 31601 31605 31603 31604,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889,45,50
vallejo,ca,125.2,6,california,109285,300000,Solano,169541,1588.3,America/Los_Angeles,94592 94591 94589 94590,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,40,55
vineland,nj,97.8,34,new jersey,81891,300000,Cumberland,86042,343.2,America/New_York,08344 08360 08361 08362,35.05,32.910000000000004,37.47,46.14,56.79,66.37,73.67999999999999,75.57000000000001,71.24444444444445,62.95555555555556,51.15555555555555,41.5,50,55
virginia beach,va,99,51,virginia,64304,57119,Virginia Beach,1443020,722.4,America/New_York,23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889,75,65
visalia,ca,103.6,6,california,50731,32526,Tulare,163681,1433,America/Los_Angeles,93277 93291 93292 93278 93279 93290,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,45,55
waco,tx,89.5,48,texas,21474,18151,McLennan,195709,604.6,America/Chicago,76798 76710 76711 76712 76708 76701 76707 76706 76704 76702 76703 76714 76797 76799,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,55,60
warner robins,ga,90.5,13,georgia,50358,300000,Houston,146790,819.4,America/New_York,31088 31005 31093 31099,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889,60,55
waterloo,ia,87.6,19,iowa,52290,50223,Black Hawk,112333,421.6,America/Chicago,50707 50703 50702 50701,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8,55,60
wichita falls,tx,85.7,48,texas,64309,55433,Wichita,102482,547.5,America/Chicago,76309 76308 76310 76311 76306 76305 76302 76301 76307,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,50,55
wichita,ks,86.8,20,kansas,56322,51201,Sedgwick,509003,938.6,America/Chicago,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278,33.279999999999994,32.239999999999995,38.92,49.22,58.32000000000001,69.51,77.17999999999999,77.65,73.80000000000001,63.84444444444445,50.16666666666666,39.27777777777778,55,60
wilmington,nc,99,37,north carolina,32764,25597,New Hanover,268625,878.3,America/New_York,28409 28401 28403 28405 28412 28402 28406 28408,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,55,60
wilson,nc,86.3,37,north carolina,39162,29805,Wilson,47767,590.3,America/New_York,27896 27893 27894 27895,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,50,55
winston-salem,nc,91.2,37,north carolina,67355,60799,Forsyth,427706,721.6,America/New_York,27110 27127 27040 27107 27106 27105 27104 27103 27101 27109 27102 27108 27111 27113 27114 27115 27116 27117 27120 27130 27150 27152 27155 27157 27198 27199,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,55,60
worcester,ma,113.2,25,massachusetts,43838,27435,Worcester,486486,2110.2,America/New_York,01608 01610 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655,29.84,27.54,31.74,40.57,51.98,62,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111,50,60
yakima,wa,97.5,53,washington,57826,53290,Yakima,132354,1343.7,America/Los_Angeles,98901 98903 98902 98908 98904 98907,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,45,55
york,pa,95.8,42,pennsylvania,26216,22099,York,247176,3267,America/New_York,17404 17401 17403 17405,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,50,55
youngstown,oh,86.4,39,ohio,49556,300000,Mahoning,319065,683.3,America/New_York,44502 44503 44504 44505 44506 44507 44509 44511 44510 44555 44501,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,40,50
yuba city,ca,108.7,6,california,30583,26630,Sutter,133106,1751.4,America/Los_Angeles,95991 95993,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,50,55
yuma,az,94.5,4,arizona,41087,39081,Yuma,135389,307.8,America/Phoenix,85365 85364 85369,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778,55,55
bloomington,il,89,17,illinois,87642,300000,McLean,136524,1122,America/Chicago,61701 61705 61704 61709 61710 61791,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554,60,60
lafayette,in,88.7,18,indiana,59757,49290,Tippecanoe,160543,930.9,America/Indiana/Indianapolis,47909 47905 47904 47901 47902 47903,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,55,60
los angeles,ca,140.6,6,california,39928,26090,Los Angeles,11922389,3184.7,America/Los_Angeles,91367 90291 90293 90292 91316 91311 90035 90034 90037 90031 90039 90008 90004 90005 90006 90007 90001 90002 90003 91504 91040 90710 90089 91307 91344 91345 91340 91342 91343 90036 90247 91411 91436 91371 91608 91605 91604 91607 91606 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 90248 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 91364 90028 90095 90094 91042 91352 91356 91406 91402 90041 90042 90043 90044 90045 90046 90047 90048 90049 90019 90018 91423 90210 91303 91304 91306 90079 90071 90077 90059 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90029 90272 90732 90731 90230 91405 91403 91401 90033 90032 90038 90057 90052 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90134 90140 90189 90213 90294 90295 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91499 91603 91609 91610 91614 91615 91616 91617 91618,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,45,65
sarasota,fl,104.4,12,florida,74695,55279,Sarasota,55508,1458.3,America/New_York,34232 34234 34237 34236 34239 34276,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,70,65
salem,oh,86.6,39,ohio,0,0,Columbiana,11861,712.1,America/New_York,44460,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556,60,55
santa maria,ca,143,6,california,72668,300000,Santa Barbara,143647,1854.2,America/Los_Angeles,93454 93455 93458,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,55,55
honolulu,hi,158,15,hawaii,123833,113392,Honolulu,348547,2219.9,Pacific/Honolulu,96859 96858 96850 96819 96820 96822 96826 96813 96815 96814 96817 96816 96818 96848 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96849 96898,73.5,73.6,73.9,75.5,76.5,78,79,80,79,78,76,74,60,65
stamford,ct,119.2,9,connecticut,103150,79751,Western Connecticut,135413,1389.9,America/New_York,06906 06907 06905 06902 06903 06901 06904 06910 06911 06912 06913 06914 06926 06927,31.01,28.610000000000003,33.02,41.88,53.06,62.970000000000006,70.33,72.63,68.06666666666666,59.43333333333333,47.81111111111111,37.82222222222222,70,70
fort myers,fl,101.5,12,florida,20533,18545,Lee,88699,858.3,America/New_York,33913 33916 33966 33901 33907 33905 33902 33994,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,65,60
dallas,tx,98.5,48,texas,202910,300000,Dallas,5830932,1478.7,America/Chicago,75098 75287 75230 75231 75236 75237 75235 75254 75251 75252 75253 75043 75032 75227 75238 75232 75233 75234 75089 75088 75087 75247 75244 75249 75248 75051 75166 75210 75211 75212 75214 75215 75216 75217 75218 75219 75390 75182 75229 75228 75220 75223 75225 75224 75226 75243 75241 75240 75246 75270 75207 75206 75204 75203 75202 75201 75209 75208 75019 75221 75222 75242 75250 75260 75262 75263 75264 75266 75267 75277 75283 75284 75285 75301 75303 75312 75313 75315 75320 75336 75339 75342 75354 75355 75356 75357 75358 75359 75360 75367 75370 75371 75372 75373 75374 75376 75378 75379 75380 75382 75389 75392 75393 75394 75395 75397 75398,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,45,60
davenport,ia,87.2,19,iowa,58034,46716,Scott,281333,614,America/Chicago,52802 52803 52801 52806 52807 52804 52805 52808 52809,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8,50,60
daytona beach,fl,99.6,12,florida,29601,25573,Volusia,73329,420.2,America/New_York,32124 32117 32114 32118 32119 32115 32116 32120 32121 32126 32198,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,50,55
hagerstown,md,99.7,24,maryland,84245,81606,Washington,195261,1334,America/New_York,21742 21740 21741 21747 21749,36.91,35.07,40.010000000000005,48.78,59.13,68.3,74.94,76.28999999999999,72.27777777777777,64.38888888888889,52.48888888888889,42.87777777777777,50,55
logan,ut,95.2,49,utah,56442,60998,Cache,121666,1142.4,America/Denver,84321 84322 84341,28.160000000000004,30.26,36.8,44.11,51.370000000000005,61.96,71.28999999999999,72.91,67.42222222222222,56.46666666666667,44.21111111111111,33.577777777777776,70,65
miami,fl,110.1,12,florida,61400,48065,Miami-Dade,6080145,4758.9,America/New_York,33128 33129 33125 33126 33127 33149 33144 33145 33142 33139 33138 33137 33136 33135 33134 33133 33132 33131 33130 33150 33101 33109 33111 33151 33192 33195 33222 33231 33233 33238 33255 33299,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,45,60
minneapolis,mn,105.4,27,minnesota,70497,49135,Hennepin,2892569,3052.2,America/Chicago,55404 55409 55408 55407 55406 55405 55403 55402 55401 55454 55455 55430 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,13.96,10.71,19.21,33.61,47.15,60.34,67.76,68.33,63.64444444444444,52.78888888888889,37.53333333333333,23.48888888888889,55,70
ventura,ca,132.2,6,california,69184,300000,Ventura,109527,5061,America/Los_Angeles,93001 93006 93003 93007 93004 93009 93005,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,75,70
melbourne,fl,99.3,12,florida,52854,41753,Brevard,84982,743.1,America/New_York,32934 32901 32903 32935 32904 32912 32919 32941,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,70,65
victoria,tx,89.5,48,texas,65765,300000,Victoria,65656,680,America/Chicago,77901 77904 77905 77902 77903,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,55,55
