City,State,Cost of Living Index,State_Code,State_Name,Mean,Median,county_name,population,density,timezone,zips,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december,safety_index,education_score
dubuque,ia,89.6,19,iowa,52928,39705,Dubuque,68601,733.3,America/Chicago,52002 52003 52001 52004 52099,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8,85,75
duluth,mn,93.2,27,minnesota,79530,74162,St. Louis,118574,467.5,America/Chicago,55803 55802 55807 55806 55805 55804 55808 55810 55811 55812 55815 55816,13.96,10.71,19.21,33.61,47.15,60.34,67.76,68.33,63.64444444444444,52.78888888888889,37.53333333333333,23.48888888888889,80,75
durham,nc,99.8,37,north carolina,40798,25893,Durham,399616,950.8,America/New_York,27703 27705 27704 27707 27701 27708 27712 27713 27706 27710 27715 27717 27722,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,55,75
el centro,ca,102.3,6,california,48768,36209,Imperial,44184,1412.5,America/Los_Angeles,92243 92244,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,50,55
el paso,tx,88.6,48,texas,45265,25472,El Paso,865270,1011.4,America/Denver,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79915 79912 79911 79835 79922 79920 79927 79924 79925 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79942 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,70,60
enid,ok,82.9,40,oklahoma,48178,35559,Garfield,50961,266.1,America/Chicago,73701 73703 73705 73702 73706,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778,80,65
erie,pa,91.8,42,pennsylvania,43809,33692,Erie,185556,1913.7,America/New_York,16546 16510 16508 16507 16502 16504 16503 16550 16501 16511 16512 16514 16522 16530 16534 16538 16541 16544 16553,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,60,60
eugene,or,108.4,41,oregon,44743,24736,Lane,270990,1543.4,America/Los_Angeles,97405 97404 97401 97403 97402 97440,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778,75,75
evansville,in,87.2,18,indiana,60239,47063,Vanderburgh,203661,953.2,America/Chicago,47714 47715 47710 47711 47713 47708 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,60,65
fargo,nd,91.4,38,north dakota,136797,129656,Cass,228364,968.3,America/Chicago,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126,14.19,11.92,19.39,32.97,46.21,59.65,67.67999999999999,68.85,63.29999999999999,51.18888888888889,36.01111111111111,22.366666666666667,85,80
farmington,mo,85.4,29,missouri,37299,33005,St. Francois,17859,726.3,America/Chicago,63640,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,70,60
farmington,nm,88.4,35,new mexico,112794,108560,San Juan,46457,520.5,America/Denver,87401 87402,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667,65,60
fayetteville,nc,89.5,37,north carolina,33422,25039,Cumberland,328804,543.5,America/New_York,28390 28304 28306 28307 28301 28303 28308 28305 28311 28310 28314 28302 28309,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,55,60
fayetteville,ar,90.4,5,arkansas,47481,43226,Washington,394650,672.8,America/Chicago,72704 72703 72701 72702,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667,75,70
flagstaff,az,108.5,4,arizona,122937,112343,Coconino,80167,445.7,America/Phoenix,86011 86005 86004 86001 86002,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778,80,75
flint,mi,85.7,26,michigan,39229,30987,Genesee,293893,945.2,America/Detroit,48502 48504 48505 48506 48507 48503 48550 48551 48552 48553 48556 48557,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,35,50
fond du lac,wi,88,55,wisconsin,82343,76442,Fond du Lac,44527,893.7,America/Chicago,54937 54935 54936,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,85,75
fort collins,co,109.2,8,colorado,81259,77786,Larimer,335398,1142.2,America/Denver,80528 80521 80526 80524 80525 80523 80527 80553,26.9,27.43,32.84,40.45,47.98,58.52,66.84,67.9,63.75555555555555,54.04444444444445,42.01111111111111,32.1,85,75
fort smith,ar,84.2,5,arkansas,31717,25789,Sebastian,126452,537.3,America/Chicago,72908 72901 72904 72923 72916 72903 72906 72913 72914 72917 72918 72919,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667,55,60
fort wayne,in,86.8,18,indiana,44842,42253,Allen,337163,923,America/Indiana/Indianapolis,46835 46818 46814 46815 46816 46825 46845 46803 46802 46807 46806 46805 46804 46809 46808 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,70,65
fresno,ca,105.9,6,california,33535,18417,Fresno,725276,1805.3,America/Los_Angeles,93740 93741 93730 93650 93702 93703 93701 93706 93704 93705 93722 93728 93720 93721 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,55,60
gainesville,fl,97.3,12,florida,39023,31371,Alachua,220929,860.2,America/New_York,32608 32609 32607 32610 32612 32653 32603 32601 32605 32604 32611 32614 32627 32635,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,65,80
gainesville,ga,97,13,georgia,43231,300000,Hall,175569,493.1,America/New_York,30501 30507 30504,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889,70,70
grand forks,nd,90.7,38,north dakota,61129,46144,Grand Forks,70475,813,America/Chicago,58202 58203 58201 58206 58208,14.19,11.92,19.39,32.97,46.21,59.65,67.67999999999999,68.85,63.29999999999999,51.18888888888889,36.01111111111111,22.366666666666667,85,80
grand island,ne,88.8,31,nebraska,39372,36916,Hall,52822,677.9,America/Chicago,68803 68801,27.1,25.910000000000004,32.45,43.08,52.46,64.33,72.6,73.32000000000001,69.01111111111112,58.17777777777778,44.44444444444444,33.36666666666667,80,70
grand junction,co,98.1,8,colorado,43707,30506,Mesa,138416,628.7,America/Denver,81503 81506 81507 81505 81504 81501 81502,26.9,27.43,32.84,40.45,47.98,58.52,66.84,67.9,63.75555555555555,54.04444444444445,42.01111111111111,32.1,75,70
grand rapids,mi,93.7,26,michigan,54368,49858,Kent,609023,1708.2,America/Detroit,49546 49506 49505 49503 49507 49504 49508 49501 49502 49514 49515 49523 49555 49588 49599,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,65,70
great falls,mt,91.1,30,montana,39903,30495,Cascade,67300,1008.5,America/Denver,59404 59401 59405 59406,22.45,21.76,26.68,36.45,45.41,55.5,64.03999999999999,66.84,60.77777777777778,49.44444444444444,37.2,26.83333333333333,80,70
greeley,co,106.1,8,colorado,60804,48659,Weld,140984,843.2,America/Denver,80631 80634 80632 80633 80638 80639,26.9,27.43,32.84,40.45,47.98,58.52,66.84,67.9,63.75555555555555,54.04444444444445,42.01111111111111,32.1,75,70
green bay,wi,91.4,55,wisconsin,47427,38266,Brown,225633,907.1,America/Chicago,54304 54303 54302 54301 54311 54305 54306 54308,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,80,75
greensboro,nc,91,37,north carolina,27719,21342,Guilford,347130,873.2,America/New_York,27411 27410 27412 27301 27455 27408 27409 27403 27401 27406 27407 27405 27214 27402 27404 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,65,70
greenville,nc,89.8,37,north carolina,45944,31699,Pitt,127574,906.4,America/New_York,27834 27858 28590 27833 27835 27836,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,60,65
greenville,sc,95,45,south carolina,63183,42074,Greenville,401443,917.9,America/New_York,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.68888889,59.833333333333336,51.96666666666667,70,70
greenwood,sc,88.7,45,south carolina,61926,50648,Greenwood,22528,523.3,America/New_York,29649 29646 29647 29648,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.68888889,59.833333333333336,51.96666666666667,55,60
hammond,la,89,22,louisiana,46574,32879,Tangipahoa,76032,548.3,America/Chicago,70402 70403 70401 70404,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666,40,55
hanford,ca,105.4,6,california,94000,88623,Kings,68122,1280,America/Los_Angeles,93230,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,55,60
harrisburg,pa,95.8,42,pennsylvania,53052,41650,Dauphin,498329,2380.4,America/New_York,17101 17102 17103 17104 17120 17110 17105 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,50,65
harrisonburg,va,95.5,51,virginia,57114,39365,Harrisonburg,73160,1153.3,America/New_York,22801 22802 22807 22803,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889,75,75
hartford,ct,104.8,9,connecticut,68135,63583,Capitol,974684,2689.4,America/New_York,06106 06105 06103 06120 06112 06114 06101 06102 06104 06115 06123 06126 06127 06132 06133 06134 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06154 06160 06167 06176 06183,31.01,28.610000000000003,33.02,41.88,53.06,62.970000000000006,70.33,72.63,68.06666666666666,59.43333333333333,47.81111111111111,37.82222222222222,45,65
hattiesburg,ms,86.1,28,mississippi,56055,300000,Forrest,76501,350.2,America/Chicago,39401 39402 39406 39403 39407,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72,60.45555555555556,52.333333333333336,60,60
hickory,nc,89.8,37,north carolina,41981,31203,Catawba,206008,539.2,America/New_York,28601 28602 28603,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,70,70
houston,tx,95.8,48,texas,169670,300000,Harris,5970127,1384,America/Chicago,77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77346 77571 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77093 77044 77043 77042 77204 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77094 77091 77092 77053 77345 77547 77080 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77096 77090 77098 77099 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77046 77045 77041 77040 77048 77336 77339 77338 77489 77003 77002 77007 77006 77005 77004 77009 77008 77450 77086 77089 77088 77083 77082 77081 77087 77085 77084 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77201 77202 77203 77205 77206 77207 77208 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,55,70
huntsville,al,91.3,1,alabama,47407,33659,Madison,349482,376.2,America/Chicago,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35742 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666,75,75
huntsville,tx,91.2,48,texas,0,0,Walker,46202,418.9,America/Chicago,77341 77342 77320 77340 77343 77344 77348 77349,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,70,70
hutchinson,ks,84,20,kansas,50512,36080,Reno,39995,628.3,America/Chicago,67502 67501,33.279999999999994,32.239999999999995,38.92,49.22,58.32000000000001,69.51,77.17999999999999,77.65,73.80000000000001,63.84444444444445,50.16666666666666,39.27777777777778,65,65
idaho falls,id,91.7,16,idaho,78701,59580,Bonneville,108544,971.5,America/Boise,83401 83402 83404 83415,25.18,26.65,31.860000000000003,38.85,46.16,55,63.65,66.96000000000001,61.11111111111112,50.52222222222222,39.11111111111112,29.23333333333333,80,75
indianapolis,in,90.2,18,indiana,69027,57622,Marion,1729849,941.8,America/Indiana/Indianapolis,46234 46237 46218 46219 46217 46214 46260 46268 46226 46225 46183 46231 46235 46236 46239 46254 46250 46208 46201 46203 46202 46205 46204 46206 46256 46259 46227 46224 46222 46221 46220 46229 46228 46113 46278 46241 46240 46207 46209 46230 46242 46244 46247 46251 46253 46255 46262 46277 46282 46283 46285 46288 46298,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,50,65
iowa city,ia,93.5,19,iowa,61088,42441,Johnson,130736,1127,America/Chicago,52245 52246 52240 52242 52243 52244,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8,75,75
jackson,mi,87.4,26,michigan,31778,31743,Jackson,82775,1119.2,America/Detroit,49201 49202 49203,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,45,60
jackson,ms,87.8,28,mississippi,74570,54047,Hinds,335171,529.9,America/Chicago,39272 39206 39204 39203 39202 39201 39209 39269 39174 39210 39211 39212 39213 39216 39217 39060 39205 39207 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72,60.45555555555556,52.333333333333336,40,55
jackson,tn,85.2,47,tennessee,46069,31827,Madison,72836,446.9,America/Chicago,38305 38301 38303 38314,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778,50,60
jacksonville,fl,99,12,florida,22488,20336,Duval,1288298,491,America/New_York,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32214 32217 32216 32211 32210 32212 32246 32244 32233 32234 32202 32250 32254 32257 32256 32208 32209 32206 32207 32204 32205 32203 32258 32277 32099 32201 32229 32231 32232 32235 32236 32238 32239 32241 32245 32247 32255,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,55,65
jacksonville,nc,91.7,37,north carolina,66820,300000,Onslow,111830,568.9,America/New_York,28546 28547 28544 28542 28540 28543 28541 28545,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445,65,65
janesville,wi,89.8,55,wisconsin,45913,38946,Rock,71202,741.7,America/Chicago,53545 53546 53548 53547,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,75,70
jefferson city,mo,86.3,29,missouri,75156,300000,Cole,42644,456.7,America/Chicago,65101 65109 65102 65103 65104 65105 65106 65107 65108 65110 65111,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,70,65
johnson city,tn,88.1,47,tennessee,56951,39548,Washington,131718,628.5,America/New_York,37614 37615 37601 37604 37602 37605 37684,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778,70,65
jonesboro,ar,85.2,5,arkansas,39788,36140,Craighead,78379,377.4,America/Chicago,72467 72401 72404 72405 72402 72403,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667,60,60
joplin,mo,85.2,29,missouri,57759,300000,Jasper,90384,525.7,America/Chicago,64804 64801 64802 64803,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,55,60
kalamazoo,mi,89.3,26,michigan,30751,26735,Kalamazoo,200838,1146.8,America/Detroit,49001 49006 49007 49008 49074 49005 49019,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,50,65
kansas city,mo,91.6,29,missouri,97371,78531,Jackson,1689556,620.7,America/Chicago,64161 64163 64164 64165 64167 64053 64118 64116 64151 64153 64155 64154 64157 64156 64158 64108 64109 64106 64102 64128 64129 64124 64125 64126 64127 64120 64123 64166 64119 64114 64117 64111 64110 64113 64112 64133 64146 64145 64149 64147 64105 64101 64139 64138 64132 64131 64130 64137 64136 64134 64121 64141 64148 64162 64170 64171 64179 64180 64184 64187 64188 64191 64195 64196 64197 64198 64199 64999,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334,50,65
kennewick,wa,99.7,53,washington,84754,72324,Benton,259995,1138.5,America/Los_Angeles,99337 99336 99338,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,75,70
killeen,tx,88.6,48,texas,45665,40128,Bell,265921,1086.4,America/Chicago,76541 76543 76542 76549 76540 76547,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,55,60
kingsport,tn,86,47,tennessee,60934,39849,Sullivan,101323,406.7,America/New_York,37665 37664 37663 37660 37662 37669,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778,70,65
knoxville,tn,91.6,47,tennessee,0,0,Knox,615829,750.3,America/New_York,37909 37902 37924 37920 37921 37922 37923 37929 37919 37918 37915 37914 37917 37916 37912 37901 37927 37928 37939 37950 37995 37996 37997,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778,65,70
kokomo,in,84.9,18,indiana,33544,27535,Howard,59534,626.7,America/Indiana/Indianapolis,46902 46901 46965 46903,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224,65,65
la crosse,wi,91.8,55,wisconsin,38478,24465,La Crosse,94627,925.7,America/Chicago,54603 54601 54602,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333,75,75
lafayette,la,89.6,22,louisiana,68117,38530,Lafayette,237565,839.2,America/Chicago,70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666,50,60
lake havasu city,az,98.4,4,arizona,60355,47061,Mohave,57294,477.4,America/Phoenix,86403 86406 86404 86405,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778,70,65
lakeland,fl,96.4,12,florida,38865,33887,Polk,280346,663.9,America/New_York,33813 33803 33801 33805 33815 33811 33802 33804 33806,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71,65.2,60,65
lancaster,pa,99.5,42,pennsylvania,73250,300000,Lancaster,402476,3096.9,America/New_York,17603 17602 17601 17608 17622 17699,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111,70,70
lansing,mi,88.7,26,michigan,49160,37095,Ingham,322561,1114.5,America/Detroit,48912 48933 48915 48911 48910 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777,55,65
laredo,tx,90.1,48,texas,30833,300000,Webb,255293,922.7,America/Chicago,78046 78045 78043 78040 78041 78042,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,60,60
las cruces,nm,88.8,35,new mexico,68731,49039,Doña Ana,140915,558.4,America/Denver,88012 88011 88005 88007 88001 87654 88006 88013,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667,65,65
las vegas,nv,100.7,32,nevada,47974,44734,Clark,2248047,1755.1,America/Los_Angeles,89146 89149 89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89145 89144 89110 89117 89129 89128 89124 88901 88905 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89163 89185 89195,32.89,34.910000000000004,39.49,45.81,52.44,62.120000000000005,71.62,73.92999999999999,68.35555555555555,57.8,46.51111111111111,36.86666666666667,50,60
lawrence,ks,91.6,20,kansas,46808,35595,Douglas,96061,1075.1,America/Chicago,66045 66044 66047 66046 66049,33.279999999999994,32.239999999999995,38.92,49.22,58.32000000000001,69.51,77.17999999999999,77.65,73.80000000000001,63.84444444444445,50.16666666666666,39.27777777777778,70,75
lawton,ok,82.8,40,oklahoma,39083,27765,Comanche,91023,431.6,America/Chicago,73503 73505 73501 73507 73502 73506,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778,45,60
lexington,ky,91.1,21,kentucky,32574,22746,Fayette,321276,437,America/New_York,40526 40509 40504 40502 40503 40508 40505 40507 40517 40536 40513 40511 40510 40516 40515 40514 40506 40512 40522 40523 40524 40533 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,37.49,35.96,42.12,51.12,60.870000000000005,69.7,74.99,75.77000000000001,72.69999999999999,64.83333333333333,52.27777777777778,42.93333333333333,65,70
lincoln,ne,94.7,31,nebraska,37359,39811,Lancaster,290531,1132.1,America/Chicago,68528 68524 68526 68520 68521 68522 68514 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68588 68509 68529 68542 68544 68583,27.1,25.910000000000004,32.45,43.08,52.46,64.33,72.6,73.32000000000001,69.01111111111112,58.17777777777778,44.44444444444444,33.36666666666667,75,75
little rock,ar,88,5,arkansas,37068,30565,Pulaski,459409,649.4,America/Chicago,72211 72210 72212 72223 72227 72209 72202 72201 72206 72207 72204 72205 72103 72215 72217 72219 72222 72225 72231 72255 72260 72295,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667,45,60
longview,tx,88.5,48,texas,49987,33673,Gregg,111855,568.3,America/Chicago,75602 75601 75605 75604 75606 75608 75615 75660,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,55,60
longview,wa,101.6,53,washington,83193,67312,Cowlitz,67203,984.2,America/Los_Angeles,98632,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333,70,65
lubbock,tx,88.8,48,texas,58705,44459,Lubbock,280890,722.2,America/Chicago,79406 79423 79424 79416 79412 79410 79407 79414 79411 79404 79401 79403 79402 79415 79413 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666,60,65
lynchburg,va,93.6,51,virginia,54261,43627,Lynchburg,128849,624.1,America/New_York,24515 24504 24502 24503 24501 24505 24506 24513 24514,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889,70,70
macon,ga,87.2,13,georgia,101029,86924,Bibb,156554,242.4,America/New_York,31210 31052 31211 31213 31216 31217 31220 31207 31206 31204 31201 31202 31203 31205 31208 31209 31221 31294 31295 31296 31297,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889,45,55
madera,ca,108.9,6,california,49807,40326,Madera,80937,1554.3,America/Los_Angeles,93638 93637 93639,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.31111111,56.93333333333333,48.47777777777778,50,60
