states,cities,population,violent_crime,murder,rape,robbery,agrv_assault,prop_crime,burglary,larceny,vehicle_theft,total_crime,tot_violent_crime,tot_prop_crim,arson
 California,Long Beach,"471,397",,4.67,43.06,262.41,347.69,,586.55,"1,507.01",578.92,3357.25,657.83,"2,672.48",26.94
 California,Los Angeles,"3,898,747",,7.01,61.27,269.87,423.17,,415.96,"1,640.99",478.97,3332.52,761.31,"2,535.92",35.29
 California,Oakland,"424,915",,16.24,94.14,629.77,559.17,,617.06,"4,072.58","1,293.20",7328.29,"1,299.32","5,982.84",46.13
 California,Riverside,"328,023",,3.66,50.61,165.84,288.70,,510.03,"2,020.89",527.40,3589.38,508.81,"3,058.32",22.25
 California,Sacramento,"499,997",,7.8,19.8,220.0,428.00,,577.60,"1,815.41",543.60,3654.02,675.60,"2,936.62",41.8
 California,San Bernardino,"217,259",,15.65,72.72,403.67,799.05,,983.16,"1,836.52","1,048.06",5189.66,"1,291.09","3,867.73",30.84
 California,San Diego,"1,386,932",,2.46,39.25,99.01,225.89,,268.03,"1,214.37",360.57,2220.67,366.61,"1,842.97",11.09
 California,San Francisco,"881,255",,6.35,41.65,365.39,301.62,,560.00,"5,059.49",548.54,6917.4,715.00,"6,168.02",34.38
 California,San Jose,"1,013,240",,3.08,55.03,132.62,212.91,,378.40,"1,284.69",777.62,2861.02,403.65,"2,440.70",16.67
 California,Santa Ana,"335,699",,6.26,56.0,180.22,246.05,,276.74,"1,223.72",589.81,2596.67,488.53,"2,090.27",17.87
 California,Santa Clara,"216,350",,1.85,18.49,56.39,85.97,,311.53,923.04,189.51,1592.79,162.70,"1,424.08",6.01
 California,Stockton4,"309,566",,17.77,49.75,390.22,956.82,,691.29,"2,274.15",661.89,5109.09,"1,414.56","3,627.34",67.19
 Colorado,Aurora,"368,018",,8.15,86.68,184.5,329.06,,454.05,"1,954.80",594.81,3630.53,608.39,"3,003.66",18.48
 Colorado,Colorado Springs,"472,958",,6.13,103.39,101.91,312.71,,530.28,"2,235.08",451.41,3765.25,524.15,"3,216.78",24.32
 Colorado,Denver,"706,616",,8.35,98.92,174.35,393.99,,612.92,"2,267.29",786.85,4360.93,675.61,"3,667.06",18.26
 District of Columbia,"Washington, D.C.","693,972",,16.72,63.84,338.77,529.42,,260.53,"3,528.96",366.73,5104.96,948.74,"4,156.22",
 Florida,Hialeah,"238,260",,2.52,13.85,64.64,117.52,,248.89,"1,677.16",287.50,2422.14,198.52,"2,213.55",10.07
 Florida,Jacksonville,"894,638",,12.18,60.14,153.81,405.19,,631.09,"2,568.64",326.95,4168.73,631.32,"3,526.68",10.73
 Florida,Miami,"463,009",,11.23,22.68,211.23,475.80,,526.99,"3,090.87",396.32,4750.89,720.94,"4,014.18",15.77
 Florida,Orlando,"283,982",,8.1,64.44,213.04,458.48,,840.90,"4,125.26",488.41,6206.38,744.06,"5,454.57",7.75
 Florida,St. Petersburg,"263,712",,7.58,51.57,189.22,450.11,,671.95,"3,269.85",370.86,5029.35,698.49,"4,312.66",18.2
 Florida,Tampa,"384,360",,10.15,31.48,105.63,317.15,,321.31,"1,274.85",147.52,2218.24,464.41,"1,743.68",10.15
 Georgia,Atlanta,"481,343",,16.41,58.59,293.55,567.16,,704.28,"3,387.19",684.96,5727.52,935.72,"4,776.43",15.37
 Georgia,Savannah,"242,941",,14.41,41.16,156.83,250.27,,549.52,"2,494.84",386.93,3901.36,462.66,"3,431.29",7.41
 Hawaii,Honolulu,"990,384",,3.23,28.78,91.68,122.68,,336.33,"2,073.94",364.10,3053.77,246.37,"2,774.38",33.02
 Idaho,Boise,"225,677",,0.89,63.81,22.6,191.87,,326.13,"1,965.20",153.32,2741.97,279.16,"2,444.64",18.17
 Illinois,Chicago,"2,746,388",,18.26,65.11,439.26,570.36,,477.13,"2,358.83",427.84,4381.65,"1,098.86","3,263.80",18.99
 Indiana,Fort Wayne,"266,259",,13.9,51.08,112.3,180.28,,491.25,"2,488.55",199.81,3572.46,357.55,"3,179.61",35.3
 Indiana,Indianapolis,"870,788",,17.91,76.71,400.21,839.13,,"1,027.23","2,821.47",563.17,5775.23,"1,333.96","4,411.87",29.4
 Iowa,Des Moines,"217,277",,12.89,33.6,167.53,456.10,,"1,099.06","2,734.30",579.90,5102.7,670.11,"4,413.26",19.33
 Kansas,Wichita,"391,084",,8.95,97.68,153.16,762.50,,838.95,"4,063.07",633.62,6583.5,"1,022.29","5,535.64",25.57
 Kentucky,Lexington,"322,332",,9.0,62.05,169.7,110.13,,647.47,"2,739.72",394.93,4145.73,350.88,"3,782.13",12.72
 Kentucky,Louisville Metro6,"684,362",,15.93,25.57,193.76,411.77,,821.64,"2,735.98",564.61,4769.99,647.03,"4,122.23",0.73
 Louisiana,Baton Rouge,"227,403",,38.26,43.97,381.7,562.88,,"1,418.63","3,739.62",435.79,6693.84,"1,026.81","5,594.03",73.0
 Louisiana,New Orleans,"397,447",,39.5,144.67,329.1,608.13,,560.83,"3,046.19",636.81,5375.57,"1,121.41","4,243.84",10.32
 Maryland,Baltimore,"613,217",,55.77,62.29,958.71,950.23,,"1,311.28","2,773.57",843.26,6997.68,"2,027.01","4,928.11",42.56
 Massachusetts,Boston,"682,903",,8.35,42.47,205.59,412.80,,308.83,"1,603.74",176.45,2758.22,669.20,"2,089.02",
 Michigan,Detroit,"670,792",,39.8,103.91,393.42,"1,519.55",,"1,231.08","2,093.79","1,215.73",6726.82,"2,056.67","4,540.60",129.55
 Minnesota,Minneapolis,"418,971",,10.02,122.68,434.16,534.40,,897.91,"3,173.49",569.97,5768.18,"1,101.27","4,641.37",25.54
 Minnesota,St. Paul,"306,696",,7.17,70.75,227.26,345.62,,741.45,"2,144.47",679.50,4262.86,650.81,"3,565.42",46.63
 Missouri,Kansas City,"484,948",,30.93,91.76,383.13,"1,218.48",,960.52,"2,670.39",912.88,6309.55,"1,724.31","4,543.79",41.45
 Missouri,St. Louis,"310,284",,66.07,93.14,626.52,"1,296.55",,"1,011.33","4,155.55",874.36,8188.31,"2,082.29","6,041.24",64.78
 Nebraska,Omaha,"449,388",,6.9,91.24,139.08,410.11,,464.63,"2,636.70",778.84,4527.49,647.32,"3,880.17",
 Nevada,Henderson,"299,285",,3.34,28.74,80.19,72.84,,363.87,"1,254.99",214.18,2025.17,185.11,"1,833.04",7.02
 Nevada,Las Vegas,"627,244",,12.6,79.64,211.15,315.50,,805.17,"1,635.16",503.06,3567.87,618.90,"2,943.38",5.59
 Nevada,North Las Vegas,"242,537",,9.07,47.83,232.95,724.84,,804.00,"1,037.37",544.66,3405.26,"1,014.69","2,386.03",4.54
 Nevada,Reno,"248,531",,7.64,57.14,153.7,455.07,,541.98,"1,967.56",576.19,3766.53,673.56,"3,085.73",7.24
 New Jersey,Jersey City,"267,906",,7.84,45.91,199.32,256.43,,417.68,"1,206.02",183.27,2330.67,509.51,"1,806.98",14.18
 New Jersey,Newark,"283,673",,27.14,40.89,377.19,451.22,,423.73,"1,128.06",843.22,3316.84,896.45,"2,395.01",25.38
 New Mexico,Albuquerque,"561,375",,12.47,84.26,521.93,750.48,,"1,246.23","4,750.84","1,368.78",8734.98,"1,369.14","7,365.84",
 New York,Buffalo,"256,169",,15.61,55.43,334.54,613.66,,919.71,"2,591.26",325.18,4930.34,"1,019.25","3,836.14",74.95
 New York,New York,"8,804,190",,3.39,27.56,162.42,345.52,,128.87,"1,253.15",66.56,1987.49,538.90,"1,448.59",
 North Carolina8,Charlotte-Mecklenburg,"914,609",,9.4,,220.53,433.52,,701.50,"2,827.00",286.68,3836.39,,"3,815.18",21.21
 North Carolina8,Durham,"269,088",,8.55,,316.63,467.13,,867.37,"2,675.70",283.18,3837.78,,"3,826.26",11.52
 North Carolina8,Greensboro,"290,051",,15.86,,228.93,480.61,,710.91,"2,559.55",291.67,3601.78,,"3,562.13",39.65
 Ohio,Cincinnati,"309,317",,23.4,97.62,399.84,426.26,,"1,152.73","3,400.69",496.46,5997.0,947.12,"5,049.88",
 Ohio,Cleveland,"372,624",,27.77,128.97,699.88,700.14,,"1,518.87","2,516.15",881.01,6538.45,"1,556.76","4,916.04",65.65
 Ohio,Columbus,"905,748",,16.28,105.37,225.06,166.70,,815.29,"2,650.87",478.79,4501.8,513.41,"3,944.94",43.45
 Ohio,"Toledo4,5,7","270,871",,12.63,,281.47,661.82,,"1,119.75","2,615.15",268.84,4003.74,,"4,003.74",
 Oklahoma,Oklahoma City,"648,260",,12.49,73.12,172.77,528.95,,941.75,"2,378.83",431.93,4552.5,787.34,"3,752.51",12.65
 Oklahoma,Tulsa,"404,868",,17.29,104.48,238.1,680.96,,"1,376.75","3,224.26",854.60,6532.01,"1,040.83","5,455.61",35.57
 Oregon,Portland,"649,408",,3.7,67.45,160.92,283.64,,729.13,"3,824.56","1,123.33",6239.99,515.70,"5,677.02",47.27
 Pennsylvania,Philadelphia,"1,603,797",,20.06,75.02,382.46,470.04,,418.25,"2,297.23",348.00,4037.27,947.58,"3,063.48",26.21
 Pennsylvania,Pittsburgh,"305,932",,17.98,29.42,262.15,346.81,,526.26,"2,365.89",222.27,3815.23,656.36,"3,114.42",44.45
 Tennessee,Memphis,"652,765",,27.73,90.38,529.59,"1,355.62",,"1,460.25","4,224.49",613.08,8357.07,"2,003.32","6,297.83",55.92
 Tennessee,Nashville,"674,942",,16.3,72.9,303.14,745.84,,631.31,"2,806.61",380.03,4966.5,"1,138.17","3,817.96",10.37
 Texas,Arlington4,"397,377",,4.78,63.92,144.95,303.24,,453.22,"2,402.25",342.24,3721.91,516.89,"3,197.72",7.3
 Texas,Austin,"971,949",,2.57,85.81,101.55,224.91,,450.64,"2,525.03",213.90,3612.23,414.84,"3,189.57",7.82
 Texas,Corpus Christi,"329,256",,6.38,70.46,142.75,482.91,,677.89,"2,665.40",222.02,4285.11,702.49,"3,565.31",17.31
 Texas,Dallas,"1,304,379",,12.48,62.08,327.0,373.09,,737.66,"1,856.26",591.16,3985.95,774.64,"3,185.09",26.22
 Texas,El Paso,"688,667",,2.76,53.87,58.08,264.13,,188.33,"1,514.37",116.17,2203.25,378.85,"1,818.88",5.52
 Texas,Fort Worth,"873,069",,8.02,65.17,147.3,339.72,,585.98,"2,319.40",309.94,3792.83,560.21,"3,215.32",17.3
 Texas,Garland,"236,243",,3.39,54.6,135.03,123.60,,513.88,"2,175.73",342.87,3355.44,316.62,"3,032.47",6.35
 Texas,Houston,"2,304,580",,11.5,58.42,417.96,607.34,,731.66,"2,900.82",495.93,5252.08,"1,095.23","4,128.41",28.44
 Texas,Irving,"242,062",,3.3,22.31,94.19,107.00,,400.31,"1,845.39",293.73,2775.73,226.80,"2,539.43",9.5
 Texas,Laredo,"260,669",,3.84,43.73,59.08,215.22,,335.29,"2,083.10",65.22,2832.71,321.86,"2,483.61",27.24
 Texas,Plano,"290,413",,5.17,27.89,40.98,75.75,,250.68,"1,366.33",116.73,1892.14,149.79,"1,733.74",8.61
 Texas,San Antonio,"1,434,625",,8.15,83.51,151.11,464.72,,770.82,"3,622.65",451.37,5565.95,707.50,"4,844.84",13.61
 Virginia,Chesapeake,"240,119",,4.58,36.23,82.46,295.69,,276.11,"1,891.98",104.12,2699.5,418.96,"2,272.21",8.33
 Virginia,Norfolk,"245,190",,14.68,55.06,151.31,334.84,,471.47,"2,984.62",292.83,4308.09,555.90,"3,748.93",3.26
 Virginia,Virginia Beach,"454,353",,3.08,22.45,59.87,52.16,,165.95,"1,667.65",101.02,2083.4,137.56,"1,934.62",11.22
 Washington,Seattle,"721,365",,3.74,36.87,210.02,382.05,,"1,081.98","3,673.45",503.21,5911.99,632.69,"5,258.64",20.66
 Washington,Spokane,"217,066",,2.76,109.64,105.5,408.63,,"1,023.19","5,408.03",800.22,7881.01,626.54,"7,231.44",23.03
 Wisconsin,Madison,"255,850",,4.3,37.13,82.86,250.15,,362.32,"2,130.94",168.85,3040.46,374.44,"2,662.11",3.91
 Wisconsin,Milwaukee,"595,168",,19.83,72.92,490.45,"1,014.17",,927.13,"1,940.29",924.61,5441.99,"1,597.36","3,792.04",52.59
