City,State,Cost of Living Index,State_Code,State_Name,County,Place,Zip_Code,Mean,Median,city,city_ascii,state_id,state_name,county_name,population,density,timezone,zips,Total.Math,Total.Verbal,Academic Subjects.English.Average GPA,Academic Subjects.Mathematics.Average GPA,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december
owensboro,ky,86.6,21.0,kentucky,Adair County,Columbia city,42301.0,56057.0,300000.0,owensboro,Owensboro,ky,Kentucky,Daviess,75644.0,1118.0,America/Chicago,42301 42303 42304,588.0,588.0,3.77,3.67,37.49,35.96,42.12,51.12,60.870000000000005,69.7,74.99,75.77000000000001,72.69999999999999,64.83333333333333,52.27777777777778,42.93333333333333
owosso,mi,84.8,26.0,michigan,Alcona County,Hubbard Lake,48867.0,53440.0,41699.0,owosso,Owosso,mi,Michigan,Shiawassee,14678.0,1079.8,America/Detroit,48867,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
paducah,ky,85.7,21.0,kentucky,Adair County,Columbia city,42003.0,38213.0,30554.0,paducah,Paducah,ky,Kentucky,McCracken,26869.0,510.5,America/Chicago,42003 42001 42002,588.0,588.0,3.77,3.67,37.49,35.96,42.12,51.12,60.870000000000005,69.7,74.99,75.77000000000001,72.69999999999999,64.83333333333333,52.27777777777778,42.93333333333333
palatka,fl,93.2,12.0,florida,Alachua County,Gainesville city,32177.0,73185.0,67042.0,palatka,Palatka,fl,Florida,Putnam,10471.0,410.5,America/New_York,32177 32178,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
panama city,fl,101.9,12.0,florida,Alachua County,Gainesville city,32404.0,40465.0,33102.0,panama city,Panama City,fl,Florida,Bay,169810.0,373.9,America/Chicago,32401 32404 32405 32402 32412,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
parkersburg,wv,84.7,54.0,west virginia,Wood County,Parkersburg city,26101.0,43509.0,32114.0,parkersburg,Parkersburg,wv,West Virginia,Wood,65524.0,972.8,America/New_York,26104 26101 26103,500.0,509.0,3.71,3.47,34.410000000000004,32.77,38.43,47.18,57.15,65.52000000000001,70.88,72.12,69.04444444444444,61.388888888888886,49.31111111111111,40.2
pensacola,fl,97.9,12.0,florida,Escambia County,Goulding,32501.0,28472.0,23486.0,pensacola,Pensacola,fl,Florida,Escambia,398813.0,917.0,America/Chicago,32503 32504 32501 32502 32513 32522 32524 32591,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
peoria,il,86.7,17.0,illinois,Peoria County,Mapleton,61607.0,65474.0,52751.0,peoria,Peoria,il,Illinois,Peoria,253467.0,908.7,America/Chicago,61625 61615 61614 61605 61603 61604 61602 61606 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
philadelphia,pa,103.4,42.0,pennsylvania,Montgomery County,Rockledge,19111.0,73396.0,61310.0,philadelphia,Philadelphia,pa,Pennsylvania,Philadelphia,5683533.0,4578.4,America/New_York,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19108 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
phoenix,az,104.3,4.0,arizona,Apache County,Chinle,85009.0,68506.0,51503.0,phoenix,Phoenix,az,Arizona,Maricopa,4064275.0,1198.9,America/Phoenix,85009 85003 85006 85007 85004 85083 85086 85087 85085 85331 85033 85306 85308 85020 85021 85022 85023 85024 85026 85027 85028 85029 85353 85019 85018 85013 85012 85015 85014 85016 85254 85008 85044 85045 85042 85043 85040 85041 85048 85037 85035 85034 85032 85031 85017 85304 85307 85266 85310 85054 85051 85050 85053 85001 85002 85005 85010 85011 85030 85036 85038 85046 85060 85061 85062 85063 85064 85066 85067 85068 85069 85070 85071 85072 85074 85076 85078 85079 85080 85082,529.0,523.0,3.52,3.29,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778
pine bluff,ar,82.3,5.0,arkansas,Arkansas County,Stuttgart city,71601.0,42802.0,29472.0,pine bluff,Pine Bluff,ar,Arkansas,Jefferson,41172.0,359.8,America/Chicago,71602 71601 71603 71611 71612,572.0,569.0,3.73,3.64,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667
pittsburgh,pa,93.1,42.0,pennsylvania,Allegheny County,West Mifflin,15207.0,58114.0,49013.0,pittsburgh,Pittsburgh,pa,Pennsylvania,Allegheny,1749091.0,2118.5,America/New_York,15282 15216 15217 15214 15212 15213 15210 15211 15218 15219 15290 15232 15260 15233 15205 15204 15207 15206 15201 15203 15208 15234 15222 15221 15220 15226 15224 15120 15230 15240 15250 15251 15252 15253 15254 15255 15257 15258 15259 15261 15262 15264 15265 15267 15270 15272 15274 15279 15281 15286 15289 15295,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
pittsfield,ma,106.4,25.0,massachusetts,Barnstable County,Barnstable Town city,1201.0,36208.0,24024.0,pittsfield,Pittsfield,ma,Massachusetts,Berkshire,43730.0,417.2,America/New_York,01201 01202 01203,530.0,516.0,3.34,3.21,29.84,27.54,31.74,40.57,51.98,62.0,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111
plattsburgh,ny,93.7,36.0,new york,Clinton County,Cumberland Head,12901.0,79608.0,300000.0,plattsburgh,Plattsburgh,ny,New York,Clinton,19907.0,1525.5,America/New_York,12903 12901,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
pocatello,id,90.8,16.0,idaho,Power County,Arbon Valley,83202.0,51708.0,46669.0,pocatello,Pocatello,id,Idaho,Bannock,74284.0,654.8,America/Boise,83209 83204 83201 83205 83206,463.0,467.0,3.4,3.09,25.18,26.65,31.860000000000003,38.85,46.16,55.0,63.65,66.96000000000001,61.11111111111112,50.52222222222222,39.11111111111112,29.23333333333333
port angeles,wa,109.1,53.0,washington,Adams County,Hatton,98363.0,65060.0,61654.0,port angeles,Port Angeles,wa,Washington,Clallam,20007.0,721.2,America/Los_Angeles,98363 98362,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
port st. lucie,fl,101.1,,,,,,,,port st. lucie,Port St. Lucie,fl,Florida,St. Lucie,462047.0,681.8,America/New_York,34986 34984 34983 34987 34952 34953 34985,,,,,,,,,,,,,,,,
portland,me,113.0,23.0,maine,Androscoggin County,Auburn city,4101.0,78255.0,59160.0,portland,Portland,me,Maine,Cumberland,209491.0,1223.9,America/New_York,04101 04102 04103 04108 04109 04019 04104 04112 04116 04122 04123 04124,472.0,468.0,3.58,3.4,19.78,17.27,22.17,32.739999999999995,45.75,56.52,63.9,66.44,61.98888888888889,52.5,40.1,28.155555555555555
portland,or,116.5,41.0,oregon,Baker County,Baker City city,97266.0,33175.0,29242.0,portland,Portland,or,Oregon,Multnomah,2095808.0,1868.8,America/Los_Angeles,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97258 97266 97219 97213 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97212 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,523.0,524.0,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778
portsmouth,oh,84.7,39.0,ohio,Adams County,Rome,45662.0,55428.0,44027.0,portsmouth,Portsmouth,oh,Ohio,Scioto,18130.0,652.4,America/New_York,45662,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
pottsville,pa,87.0,42.0,pennsylvania,Adams County,Abbottstown,17901.0,28804.0,14985.0,pottsville,Pottsville,pa,Pennsylvania,Schuylkill,13386.0,1240.7,America/New_York,17901,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
prescott,az,104.6,4.0,arizona,Apache County,Chinle,86305.0,65618.0,44963.0,prescott,Prescott,az,Arizona,Yavapai,46054.0,392.9,America/Phoenix,86305 86301 86303 86313 86302 86304,529.0,523.0,3.52,3.29,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778
providence,ri,111.5,44.0,rhode island,Kent County,Greene,2906.0,93088.0,79847.0,providence,Providence,ri,Rhode Island,Providence,1290271.0,3979.7,America/New_York,02903 02906 02907 02908 02904 02905 02909 02912 02918 02901 02902 02940,495.0,494.0,3.34,3.13,32.97,30.47,34.35,42.52,52.99,62.67999999999999,70.24,72.92,68.68888888888888,60.27777777777778,49.24444444444444,39.644444444444446
provo,ut,100.9,49.0,utah,Beaver County,Beaver city,84604.0,114020.0,300000.0,provo,Provo,ut,Utah,Utah,619218.0,1059.2,America/Denver,84606 84604 84602 84601 84603 84605,575.0,579.0,3.77,3.6,28.160000000000004,30.26,36.8,44.11,51.370000000000005,61.96,71.28999999999999,72.91,67.42222222222222,56.46666666666667,44.21111111111111,33.577777777777776
pueblo,co,92.2,8.0,colorado,Adams County,Brighton city,81001.0,19788.0,300000.0,pueblo,Pueblo,co,Colorado,Pueblo,120380.0,765.4,America/Denver,81004 81005 81003 81001 81008 81002 81010 81011 81012,588.0,582.0,3.69,3.49,26.9,27.43,32.84,40.45,47.98,58.52,66.84,67.9,63.75555555555555,54.04444444444445,42.01111111111111,32.1
punta gorda,fl,100.3,12.0,florida,Alachua County,Gainesville city,33950.0,83924.0,68903.0,punta gorda,Punta Gorda,fl,Florida,Charlotte,19605.0,491.5,America/New_York,33955 33950,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
quincy,il,87.3,17.0,illinois,Adams County,Camp Point,62301.0,58881.0,48205.0,quincy,Quincy,il,Illinois,Adams,39441.0,966.0,America/Chicago,62305 62301,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
racine,wi,90.9,55.0,wisconsin,Adams County,Adams city,53403.0,57727.0,55416.0,racine,Racine,wi,Wisconsin,Racine,132006.0,1932.5,America/Chicago,53405 53404 53406 53403 53402 53401 53407 53408,606.0,591.0,3.77,3.64,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333
raleigh,nc,99.7,37.0,north carolina,Alamance County,Alamance,27603.0,60281.0,39112.0,raleigh,Raleigh,nc,North Carolina,Wake,1163152.0,1210.0,America/New_York,27617 27616 27615 27614 27613 27612 27610 27609 27601 27603 27604 27605 27606 27608 27607 27697 27695 27602 27619 27620 27622 27624 27626 27627 27628 27634 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27698,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
rapid city,sd,94.2,46.0,south dakota,Aurora County,Storla,57701.0,44436.0,37276.0,rapid city,Rapid City,sd,South Dakota,Pennington,87826.0,530.3,America/Denver,57702 57703 57701,599.0,593.0,3.79,3.68,21.01,19.5,26.410000000000004,38.16,49.06,61.83,70.58,71.76,66.6,54.87777777777777,40.53333333333333,28.25555555555556
reading,pa,96.0,42.0,pennsylvania,Berks County,Gibraltar,19606.0,75091.0,300000.0,reading,Reading,pa,Pennsylvania,Berks,272712.0,3710.8,America/New_York,19601 19604 19602 19611 19603 19612,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
redding,ca,108.7,6.0,california,Shasta County,Lakehead,96003.0,54704.0,31295.0,redding,Redding,ca,California,Shasta,117163.0,605.9,America/Los_Angeles,96002 96003 96001,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
reno,nv,107.4,32.0,nevada,Washoe County,Mogul,89523.0,110894.0,93615.0,reno,Reno,nv,Nevada,Washoe,457702.0,940.5,America/Los_Angeles,89521 89523 89439 89503 89502 89501 89506 89509 89508 89557 89519 89512 89505 89507 89533 89555 89595 89599,496.0,494.0,3.44,3.04,32.89,34.910000000000004,39.49,45.81,52.44,62.120000000000005,71.62,73.92999999999999,68.35555555555555,57.8,46.51111111111111,36.86666666666667
richmond,in,84.2,18.0,indiana,Adams County,Berne city,47374.0,32881.0,25487.0,richmond,Richmond,in,Indiana,Wayne,35642.0,573.3,America/Indiana/Indianapolis,47374 47375,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
richmond,va,99.2,51.0,virginia,Richmond,Richmond city,23220.0,57579.0,40384.0,richmond,Richmond,va,Virginia,Richmond,1073223.0,1463.7,America/New_York,23222 23223 23298 23284 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23285 23286 23289 23290 23291 23292 23295,517.0,518.0,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889
richmond,ky,90.8,21.0,kentucky,Adair County,Columbia city,40475.0,56352.0,55769.0,richmond,Richmond,ky,Kentucky,Madison,34883.0,639.3,America/New_York,40475 40476,588.0,588.0,3.77,3.67,37.49,35.96,42.12,51.12,60.870000000000005,69.7,74.99,75.77000000000001,72.69999999999999,64.83333333333333,52.27777777777778,42.93333333333333
riverside,ca,116.1,6.0,california,Alameda County,Alameda city,92501.0,56215.0,300000.0,riverside,Riverside,ca,California,Riverside,2332836.0,1503.9,America/Los_Angeles,92508 92503 92501 92506 92505 92504 92507 92521 92502 92513 92514 92516 92517 92522,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
roanoke rapids,nc,83.1,37.0,north carolina,Alamance County,Alamance,27870.0,40343.0,25721.0,roanoke rapids,Roanoke Rapids,nc,North Carolina,Halifax,15143.0,589.8,America/New_York,27870,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
roanoke,va,94.1,51.0,virginia,Botetourt County,Hollins,24019.0,47912.0,300000.0,roanoke,Roanoke,va,Virginia,Roanoke,218533.0,900.9,America/New_York,24019 24014 24015 24016 24017 24011 24012 24013 24022 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043,517.0,518.0,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889
rochester,mn,97.3,27.0,minnesota,Aitkin County,Aitkin city,55904.0,66392.0,42342.0,rochester,Rochester,mn,Minnesota,Olmsted,121870.0,836.8,America/Chicago,55902 55903 55901 55906 55904 55905,608.0,595.0,3.74,3.57,13.96,10.71,19.21,33.61,47.15,60.34,67.76,68.33,63.64444444444444,52.78888888888889,37.53333333333333,23.48888888888889
rochester,ny,96.6,36.0,new york,Albany County,Albany city,14605.0,28515.0,16093.0,rochester,Rochester,ny,New York,Monroe,699921.0,2278.0,America/New_York,14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14642 14602 14603 14638 14639 14643 14644 14646 14647 14649 14650 14651 14653,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
rockford,il,87.2,17.0,illinois,Winnebago County,New Milford,61109.0,63269.0,55634.0,rockford,Rockford,il,Illinois,Winnebago,273237.0,881.3,America/Chicago,61101 61114 61109 61108 61104 61107 61103 61102 61105 61106 61110 61125 61126,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
rocky mount,nc,88.3,37.0,north carolina,Alamance County,Alamance,27804.0,57092.0,48534.0,rocky mount,Rocky Mount,nc,North Carolina,Nash,54260.0,468.9,America/New_York,27803 27804 27801,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
rome,ga,89.6,13.0,georgia,Floyd County,Shannon,30161.0,44304.0,36056.0,rome,Rome,ga,Georgia,Floyd,37621.0,457.1,America/New_York,30161 30165 30162 30164,486.0,490.0,3.47,3.26,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889
roseburg,or,100.8,41.0,oregon,Baker County,Baker City city,97470.0,50285.0,300000.0,roseburg,Roseburg,or,Oregon,Douglas,23657.0,852.0,America/Los_Angeles,97470 97471,523.0,524.0,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778
roswell,nm,86.3,35.0,new mexico,Bernalillo County,Albuquerque city,88201.0,53390.0,44919.0,roswell,Roswell,nm,New Mexico,Chaves,48035.0,624.1,America/Denver,88203 88201,545.0,551.0,3.58,3.36,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667
russellville,ar,85.5,5.0,arkansas,Arkansas County,Stuttgart city,72801.0,40602.0,36427.0,russellville,Russellville,ar,Arkansas,Pope,28946.0,394.9,America/Chicago,72802 72801 72811,572.0,569.0,3.73,3.64,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667
sacramento,ca,120.3,6.0,california,Sacramento County,Sacramento city,95816.0,64615.0,49743.0,sacramento,Sacramento,ca,California,Sacramento,1957738.0,2049.4,America/Los_Angeles,95821 95820 95823 95838 95832 95833 95831 95834 95835 95811 95814 95815 95818 95819 95828 95822 95825 95824 95826 95816 95817 94203 94204 94205 94209 94229 94230 94232 94235 94236 94237 94239 94240 94244 94247 94248 94249 94250 94252 94254 94256 94257 94258 94259 94261 94262 94263 94267 94268 94269 94271 94273 94274 94277 94278 94279 94280 94283 94284 94285 94287 94288 94289 94290 94293 94294 94295 94296 94297 94298 94299 95812 95813 95840 95851 95852 95853 95867 95894,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
saginaw,mi,84.0,26.0,michigan,Saginaw County,Saginaw city,48601.0,36338.0,28008.0,saginaw,Saginaw,mi,Michigan,Saginaw,115442.0,1000.9,America/Detroit,48602 48607 48601 48606 48663,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
salem,or,105.8,41.0,oregon,Baker County,Baker City city,97303.0,42498.0,25482.0,salem,Salem,or,Oregon,Marion,266420.0,1387.5,America/Los_Angeles,97302 97301 97306 97304 97310 97317 97309 97311 97312 97314,523.0,524.0,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778
salinas,ca,138.3,6.0,california,Alameda County,Alameda city,93906.0,80377.0,300000.0,salinas,Salinas,ca,California,Monterey,177410.0,2672.8,America/Los_Angeles,93901 93905 93906 93902 93915,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
